gene_mouse,gene_upper
Mrgprf,MRGPRF
Mrgprd,MRGPRD
Insr,INSR
Arhgef18,ARHGEF18
Zfp358,ZFP358
Mcoln1,MCOLN1
Pnpla6,PNPLA6
C330021F23Rik,C330021F23RIK
Camsap3,CAMSAP3
Xab2,XAB2
Pcp2,PCP2
Stxbp2,STXBP2
Retn,RETN
Trappc5,TRAPPC5
Fcer2a,FCER2A
Clec4g,CLEC4G
Cd209a,CD209A
Cd209e,CD209E
Cd209d,CD209D
Cd209b,CD209B
Cd209c,CD209C
Cd209f,CD209F
Cd209g,CD209G
Evi5l,EVI5L
Lrrc8e,LRRC8E
Map2k7,MAP2K7
Snapc2,SNAPC2
Ctxn1,CTXN1
Timm44,TIMM44
Elavl1,ELAVL1
Ccl25,CCL25
Zfp958,ZFP958
Shcbp1,SHCBP1
Slc10a2,SLC10A2
Efnb2,EFNB2
Arglu1,ARGLU1
Fam155a,FAM155A
Lig4,LIG4
Abhd13,ABHD13
Tnfsf13b,TNFSF13B
Myo16,MYO16
Irs2,IRS2
9530052E02Rik,9530052E02RIK
Col4a1,COL4A1
Col4a2,COL4A2
Rab20,RAB20
Cars2,CARS2
Ing1,ING1
Ankrd10,ANKRD10
1700016D06Rik,1700016D06RIK
Gm6524,GM6524
Arhgef7,ARHGEF7
Sox1,SOX1
Spaca7,SPACA7
Tubgcp3,TUBGCP3
Gm15348,GM15348
Atp11a,ATP11A
Gm15350,GM15350
Mcf2l,MCF2L
F7,F7
F10,F10
Proz,PROZ
Pcid2,PCID2
Cul4a,CUL4A
Lamp1,LAMP1
Grtp1,GRTP1
Adprhl1,ADPRHL1
Dcun1d2,DCUN1D2
Tmco3,TMCO3
Tfdp1,TFDP1
Atp4b,ATP4B
Grk1,GRK1
Gas6,GAS6
1700029H14Rik,1700029H14RIK
Rasa3,RASA3
Cdc16,CDC16
Upf3a,UPF3A
AF366264,AF366264
Fbxo25,FBXO25
Erich1,ERICH1
Dlgap2,DLGAP2
Cln8,CLN8
Arhgef10,ARHGEF10
Kbtbd11,KBTBD11
BB014433,BB014433
Myom2,MYOM2
Csmd1,CSMD1
Mcph1,MCPH1
Angpt2,ANGPT2
Agpat5,AGPAT5
Xkr5,XKR5
Defb40,DEFB40
Defb37,DEFB37
Defb38,DEFB38
Defb39,DEFB39
Defb12,DEFB12
Spag11b,SPAG11B
Spag11a,SPAG11A
Defb14,DEFB14
Defb4,DEFB4
Defa-ps12,DEFA-PS12
Defb6,DEFB6
Defb46,DEFB46
Defb5,DEFB5
Defb3,DEFB3
Defa-ps13,DEFA-PS13
Defb8,DEFB8
4930467E23Rik,4930467E23RIK
6820431F20Rik,6820431F20RIK
Gm15319,GM15319
2610005L07Rik,2610005L07RIK
Defb33,DEFB33
Gm15056,GM15056
Gm14851,GM14851
AY761184,AY761184
Defb1,DEFB1
Defb50,DEFB50
Defb2,DEFB2
Defb9,DEFB9
Defb11,DEFB11
Defb15,DEFB15
Atp7b,ATP7B
Alg11,ALG11
Nek5,NEK5
Nek3,NEK3
Ckap2,CKAP2
Vps36,VPS36
Thsd1,THSD1
Tpte,TPTE
Slc25a15,SLC25A15
1810012K16Rik,1810012K16RIK
Mrps31,MRPS31
Slc20a2,SLC20A2
Vdac3,VDAC3
Dkk4,DKK4
Polb,POLB
Ikbkb,IKBKB
Plat,PLAT
Ap3m2,AP3M2
Ank1,ANK1
Nkx6-3,NKX6-3
Gins4,GINS4
Golga7,GOLGA7
Sfrp1,SFRP1
Zmat4,ZMAT4
Ido2,IDO2
Ido1,IDO1
Adam18,ADAM18
Adam3,ADAM3
Adam5,ADAM5
Adam32,ADAM32
Adam9,ADAM9
Tm2d2,TM2D2
Htra4,HTRA4
Plekha2,PLEKHA2
Tacc1,TACC1
5430421F17Rik,5430421F17RIK
Fgfr1,FGFR1
Letm2,LETM2
Ddhd2,DDHD2
Bag4,BAG4
Lsm1,LSM1
Star,STAR
Ash2l,ASH2L
Kcnu1,KCNU1
Hgsnat,HGSNAT
Fnta,FNTA
Hook3,HOOK3
Rnf170,RNF170
Thap1,THAP1
2310008N11Rik,2310008N11RIK
Zfp703,ZFP703
Erlin2,ERLIN2
Brf2,BRF2
Rab11fip1,RAB11FIP1
4933416M07Rik,4933416M07RIK
Got1l1,GOT1L1
Adrb3,ADRB3
Eif4ebp1,EIF4EBP1
Gm9731,GM9731
Tex24,TEX24
Chrnb3,CHRNB3
Gm8096,GM8096
Unc5d,UNC5D
Dusp26,DUSP26
Rnf122,RNF122
Tti2,TTI2
Mak16,MAK16
Fut10,FUT10
7420700N18Rik,7420700N18RIK
Wrn,WRN
Purg,PURG
Hmgb1-rs17,HMGB1-RS17
Tex15,TEX15
Ppp2cb,PPP2CB
Ubxn8,UBXN8
Gsr,GSR
Gtf2e2,GTF2E2
Rbpms,RBPMS
Dctn6,DCTN6
Mboat4,MBOAT4
Leprotl1,LEPROTL1
Dusp4,DUSP4
Tnks,TNKS
Ppp1r3b,PPP1R3B
Eri1,ERI1
Gm16793,GM16793
Mfhas1,MFHAS1
Cldn23,CLDN23
Lonrf1,LONRF1
Dlc1,DLC1
AI429214,AI429214
Sgcz,SGCZ
Gm6213,GM6213
Msr1,MSR1
Fgf20,FGF20
Zdhhc2,ZDHHC2
Cnot7,CNOT7
Vps37a,VPS37A
Mtmr7,MTMR7
Slc7a2,SLC7A2
Pdgfrl,PDGFRL
Mtus1,MTUS1
B430010I23Rik,B430010I23RIK
Fgl1,FGL1
Pcm1,PCM1
Asah1,ASAH1
Frg1,FRG1
Triml1,TRIML1
Zfp42,ZFP42
Fat1,FAT1
AY512931,AY512931
Mtnr1a,MTNR1A
Gm6329,GM6329
F11,F11
Klkb1,KLKB1
Cyp4v3,CYP4V3
Fam149a,FAM149A
Tlr3,TLR3
Sorbs2,SORBS2
Pdlim3,PDLIM3
Ccdc110,CCDC110
1700029J07Rik,1700029J07RIK
Ufsp2,UFSP2
Ankrd37,ANKRD37
Lrp2bp,LRP2BP
Snx25,SNX25
Slc25a4,SLC25A4
Helt,HELT
Acsl1,ACSL1
Casp3,CASP3
Gm16675,GM16675
Irf2,IRF2
Enpp6,ENPP6
Stox2,STOX2
Rwdd4a,RWDD4A
Ing2,ING2
Cdkn2aip,CDKN2AIP
Cldn22,CLDN22
Wwc2,WWC2
Dctd,DCTD
Aga,AGA
Neil3,NEIL3
Vegfc,VEGFC
Spcs3,SPCS3
Asb5,ASB5
Spata4,SPATA4
Wdr17,WDR17
Gpm6a,GPM6A
Glra3,GLRA3
Hpgd,HPGD
Fbxo8,FBXO8
Hand2,HAND2
Scrg1,SCRG1
Sap30,SAP30
Hmgb2,HMGB2
Galnt7,GALNT7
AW046200,AW046200
Galntl6,GALNTL6
BC030500,BC030500
Aadat,AADAT
Mfap3l,MFAP3L
Clcn3,CLCN3
Nek1,NEK1
Sh3rf1,SH3RF1
1700001D01Rik,1700001D01RIK
Cbr4,CBR4
Palld,PALLD
Ddx60,DDX60
Anxa10,ANXA10
Spock3,SPOCK3
Tll1,TLL1
Mir710,MIR710
Cpe,CPE
Klhl2,KLHL2
Tmem192,TMEM192
Trim60,TRIM60
Trim61,TRIM61
BC030870,BC030870
March1,MARCH1
Tktl2,TKTL2
Npy5r,NPY5R
Npy1r,NPY1R
Naf1,NAF1
Nat1,NAT1
Nat2,NAT2
Nat3,NAT3
Psd3,PSD3
Sh2d4a,SH2D4A
Csgalnact1,CSGALNACT1
1700125H03Rik,1700125H03RIK
Ints10,INTS10
Lpl,LPL
Slc18a1,SLC18A1
Atp6v1b2,ATP6V1B2
Lzts1,LZTS1
Zfp930,ZFP930
D130040H23Rik,D130040H23RIK
Gm10033,GM10033
Zfp868,ZFP868
Zfp964,ZFP964
Zfp869,ZFP869
Zfp963,ZFP963
Zfp866,ZFP866
Atp13a1,ATP13A1
Gmip,GMIP
Lpar2,LPAR2
Pbx4,PBX4
Cilp2,CILP2
Ndufa13,NDUFA13
Tssk6,TSSK6
Gatad2a,GATAD2A
Mau2,MAU2
Sugp1,SUGP1
Tm6sf2,TM6SF2
Hapln4,HAPLN4
Ncan,NCAN
Rfxank,RFXANK
Nr2c2ap,NR2C2AP
Mef2b,MEF2B
Tmem161a,TMEM161A
Slc25a42,SLC25A42
Armc6,ARMC6
Sugp2,SUGP2
Homer3,HOMER3
Ddx49,DDX49
Cope,COPE
Gdf1,GDF1
Upf1,UPF1
Comp,COMP
Crtc1,CRTC1
Klhl26,KLHL26
Tmem59l,TMEM59L
Crlf1,CRLF1
Uba52,UBA52
Fkbp8,FKBP8
Ell,ELL
Isyna1,ISYNA1
Ssbp4,SSBP4
Lrrc25,LRRC25
Gdf15,GDF15
Pgpep1,PGPEP1
Lsm4,LSM4
Jund,JUND
Gm3336,GM3336
Pde4c,PDE4C
Rab3a,RAB3A
Mpv17l2,MPV17L2
Ifi30,IFI30
Pik3r2,PIK3R2
2010320M18Rik,2010320M18RIK
Mast3,MAST3
Il12rb1,IL12RB1
Arrdc2,ARRDC2
Kcnn1,KCNN1
Ccdc124,CCDC124
Slc5a5,SLC5A5
Rpl18a,RPL18A
Snora68,SNORA68
Haus8,HAUS8
Myo9b,MYO9B
Use1,USE1
Ocel1,OCEL1
Nr2f6,NR2F6
Ushbp1,USHBP1
Ankle1,ANKLE1
Abhd8,ABHD8
Mrpl34,MRPL34
Dda1,DDA1
Ano8,ANO8
Gtpbp3,GTPBP3
Plvap,PLVAP
Bst2,BST2
Tmem221,TMEM221
Nxnl1,NXNL1
Slc27a1,SLC27A1
Pgls,PGLS
Fam129c,FAM129C
Unc13a,UNC13A
Jak3,JAK3
Insl3,INSL3
B3gnt3,B3GNT3
Fcho1,FCHO1
Zfp709,ZFP709
Zfp882,ZFP882
Zfp617,ZFP617
Zfp961,ZFP961
Cyp4f18,CYP4F18
Olfr373,OLFR373
Tpm4,TPM4
Rab8a,RAB8A
Hsh2d,HSH2D
Cib3,CIB3
Fam32a,FAM32A
Ap1m1,AP1M1
Klf2,KLF2
Eps15l1,EPS15L1
Calr3,CALR3
1700030K09Rik,1700030K09RIK
Cherp,CHERP
Slc35e1,SLC35E1
Med26,MED26
Tmem38a,TMEM38A
Nwd1,NWD1
Sin3b,SIN3B
F2rl3,F2RL3
Isx,ISX
Hmgxb4,HMGXB4
Tom1,TOM1
Hmox1,HMOX1
Mcm5,MCM5
Rasd2,RASD2
Gm10649,GM10649
Nr3c2,NR3C2
Arhgap10,ARHGAP10
0610038B21Rik,0610038B21RIK
Tmem184c,TMEM184C
Ednra,EDNRA
Ttc29,TTC29
Rbmxl1,RBMXL1
Slc10a7,SLC10A7
Lsm6,LSM6
Zfp827,ZFP827
1700011L22Rik,1700011L22RIK
Mmaa,MMAA
Gm4890,GM4890
Smad1,SMAD1
Otud4,OTUD4
Abce1,ABCE1
Anapc10,ANAPC10
Hhip,HHIP
Gypa,GYPA
Frem3,FREM3
Smarca5,SMARCA5
Gab1,GAB1
Usp38,USP38
Inpp4b,INPP4B
Il15,IL15
Zfp330,ZFP330
Rnf150,RNF150
Tbc1d9,TBC1D9
Ucp1,UCP1
Elmod2,ELMOD2
Clgn,CLGN
Scoc,SCOC
Ndufb7,NDUFB7
Tecr,TECR
Dnajb1,DNAJB1
Gipc1,GIPC1
Ptger1,PTGER1
Pkn1,PKN1
Ddx39,DDX39
Asf1b,ASF1B
Prkaca,PRKACA
Samd1,SAMD1
1700067K01Rik,1700067K01RIK
Palm3,PALM3
Il27ra,IL27RA
Rln3,RLN3
Rfx1,RFX1
Dcaf15,DCAF15
Podnl1,PODNL1
Cc2d1a,CC2D1A
4930432K21Rik,4930432K21RIK
Nanos3,NANOS3
Mir27a,MIR27A
Mir24-2,MIR24-2
Zswim4,ZSWIM4
D8Ertd738e,D8ERTD738E
Mri1,MRI1
Ccdc130,CCDC130
Cacna1a,CACNA1A
Ier2,IER2
Nacc1,NACC1
Trmt1,TRMT1
Lyl1,LYL1
Nfix,NFIX
Dand5,DAND5
Gadd45gip1,GADD45GIP1
Rad23a,RAD23A
Calr,CALR
Farsa,FARSA
Syce2,SYCE2
Gcdh,GCDH
Klf1,KLF1
Dnase2a,DNASE2A
Mast1,MAST1
Rtbdn,RTBDN
Rnaseh2a,RNASEH2A
Prdx2,PRDX2
Junb,JUNB
Hook2,HOOK2
Best2,BEST2
Asna1,ASNA1
Tnpo2,TNPO2
Fbxw9,FBXW9
Gm5741,GM5741
Dhps,DHPS
Wdr83,WDR83
Man2b1,MAN2B1
Zfp791,ZFP791
Vps35,VPS35
Orc6,ORC6
Mylk3,MYLK3
4921524J17Rik,4921524J17RIK
Gpt2,GPT2
Dnaja2,DNAJA2
Neto2,NETO2
Itfg1,ITFG1
Phkb,PHKB
Abcc12,ABCC12
Lonp2,LONP2
Siah1a,SIAH1A
Gm10638,GM10638
N4bp1,N4BP1
Gm10637,GM10637
Cbln1,CBLN1
4933402J07Rik,4933402J07RIK
Zfp423,ZFP423
Heatr3,HEATR3
Papd5,PAPD5
Adcy7,ADCY7
Brd7,BRD7
Nkd1,NKD1
Snx20,SNX20
Nod2,NOD2
Cyld,CYLD
Sall1,SALL1
Tox3,TOX3
Chd9,CHD9
Rbl2,RBL2
Aktip,AKTIP
Rpgrip1l,RPGRIP1L
Fto,FTO
Irx3,IRX3
Irx5,IRX5
Irx6,IRX6
Mmp2,MMP2
Lpcat2,LPCAT2
Capns2,CAPNS2
Slc6a2,SLC6A2
Ces1a,CES1A
Ces1b,CES1B
Ces1c,CES1C
Ces1d,CES1D
Ces1e,CES1E
Ces1f,CES1F
Ces1g,CES1G
Ces5a,CES5A
Gnao1,GNAO1
4930488L21Rik,4930488L21RIK
Amfr,AMFR
Nudt21,NUDT21
Ogfod1,OGFOD1
Bbs2,BBS2
Mt4,MT4
Mt3,MT3
Mt2,MT2
Mt1,MT1
Nup93,NUP93
Slc12a3,SLC12A3
Herpud1,HERPUD1
9330175E14Rik,9330175E14RIK
Nlrc5,NLRC5
Cpne2,CPNE2
Fam192a,FAM192A
Rspry1,RSPRY1
Arl2bp,ARL2BP
Pllp,PLLP
Ccl22,CCL22
Cx3cl1,CX3CL1
Ccl17,CCL17
Ciapin1,CIAPIN1
Coq9,COQ9
Polr2c,POLR2C
Dok4,DOK4
Ccdc102a,CCDC102A
Katnb1,KATNB1
Kifc3,KIFC3
Cngb1,CNGB1
Tepp,TEPP
Zfp319,ZFP319
Mmp15,MMP15
Csnk2a2,CSNK2A2
Ccdc113,CCDC113
Gins3,GINS3
Ndrg4,NDRG4
Setd6,SETD6
Cnot1,CNOT1
4930513N10Rik,4930513N10RIK
Slc38a7,SLC38A7
Got2,GOT2
Cdh8,CDH8
Cdh11,CDH11
Cdh5,CDH5
Bean1,BEAN1
Tk2,TK2
Cklf,CKLF
Cmtm2a,CMTM2A
Cmtm1,CMTM1
Cmtm2b,CMTM2B
Cmtm3,CMTM3
Cmtm4,CMTM4
Dync1li2,DYNC1LI2
Nae1,NAE1
Car7,CAR7
Pdp2,PDP2
Cdh16,CDH16
Rrad,RRAD
Fam96b,FAM96B
Ces2a,CES2A
4932416K20Rik,4932416K20RIK
Ces2b,CES2B
Ces2c,CES2C
Ces2d-ps,CES2D-PS
Ces2e,CES2E
Ces2f,CES2F
Ces2g,CES2G
Ces3a,CES3A
Ces3b,CES3B
Ces4a,CES4A
Cbfb,CBFB
D230025D16Rik,D230025D16RIK
Tradd,TRADD
Fbxl8,FBXL8
Hsf4,HSF4
Nol3,NOL3
4931428F04Rik,4931428F04RIK
Exoc3l,EXOC3L
E2f4,E2F4
Elmo3,ELMO3
Lrrc29,LRRC29
Tmem208,TMEM208
Fhod1,FHOD1
Slc9a5,SLC9A5
Plekhg4,PLEKHG4
Kctd19,KCTD19
Lrrc36,LRRC36
Tppp3,TPPP3
Zdhhc1,ZDHHC1
Hsd11b2,HSD11B2
Atp6v0d1,ATP6V0D1
Agrp,AGRP
Ctcf,CTCF
Acd,ACD
Pard6a,PARD6A
4933405L10Rik,4933405L10RIK
Gfod2,GFOD2
Ranbp10,RANBP10
Tsnaxip1,TSNAXIP1
Cenpt,CENPT
Thap11,THAP11
Nutf2,NUTF2
Edc4,EDC4
Nrn1l,NRN1L
Pskh1,PSKH1
Ctrl,CTRL
Psmb10,PSMB10
Lcat,LCAT
Slc12a4,SLC12A4
Dpep3,DPEP3
Dpep2,DPEP2
Ddx28,DDX28
Nfatc3,NFATC3
Esrp2,ESRP2
1810019D21Rik,1810019D21RIK
Pla2g15,PLA2G15
Slc7a6,SLC7A6
Slc7a6os,SLC7A6OS
Prmt7,PRMT7
Smpd3,SMPD3
Zfp90,ZFP90
Cdh3,CDH3
1110028F18Rik,1110028F18RIK
Cdh1,CDH1
Has3,HAS3
Chtf8,CHTF8
Sntb2,SNTB2
Vps4a,VPS4A
Pdf,PDF
Cog8,COG8
Nip7,NIP7
Tmed6,TMED6
Terf2,TERF2
Cyb5b,CYB5B
Nfat5,NFAT5
Nqo1,NQO1
Nob1,NOB1
Wwp2,WWP2
Psmd7,PSMD7
Zfhx3,ZFHX3
Gm1943,GM1943
Pmfbp1,PMFBP1
Dhx38,DHX38
Txnl4b,TXNL4B
Hp,HP
Dhodh,DHODH
Pkd1l3,PKD1L3
Zfp821,ZFP821
Atxn1l,ATXN1L
Ap1g1,AP1G1
Phlpp2,PHLPP2
Marveld3,MARVELD3
Tat,TAT
Chst4,CHST4
Zfp612,ZFP612
Calb2,CALB2
Hydin,HYDIN
Vac14,VAC14
Mtss1l,MTSS1L
Il34,IL34
Sf3b3,SF3B3
Cog4,COG4
Fuk,FUK
St3gal2,ST3GAL2
Ddx19a,DDX19A
Ddx19b,DDX19B
Mir3473d,MIR3473D
Aars,AARS
Exosc6,EXOSC6
Clec18a,CLEC18A
Pdpr,PDPR
9430091E24Rik,9430091E24RIK
Glg1,GLG1
Rfwd3,RFWD3
Mlkl,MLKL
Fa2h,FA2H
Wdr59,WDR59
Znrf1,ZNRF1
Ldhd,LDHD
Zfp1,ZFP1
Ctrb1,CTRB1
Bcar1,BCAR1
Cfdp1,CFDP1
Tmem170,TMEM170
Chst5,CHST5
Tmem231,TMEM231
Gabarapl2,GABARAPL2
Adat1,ADAT1
Kars,KARS
Terf2ip,TERF2IP
Cntnap4,CNTNAP4
Mon1b,MON1B
Syce1l,SYCE1L
Adamts18,ADAMTS18
Nudt7,NUDT7
Vat1l,VAT1L
4933408N05Rik,4933408N05RIK
Clec3a,CLEC3A
Wwox,WWOX
Maf,MAF
Dynlrb2,DYNLRB2
Cdyl2,CDYL2
Cenpn,CENPN
Atmin,ATMIN
1700030J22Rik,1700030J22RIK
Gcsh,GCSH
Pkd1l2,PKD1L2
Gan,GAN
Plcg2,PLCG2
Sdr42e1,SDR42E1
Hsd17b2,HSD17B2
Mphosph6,MPHOSPH6
Cdh13,CDH13
Hsbp1,HSBP1
Mlycd,MLYCD
Osgin1,OSGIN1
Necab2,NECAB2
Slc38a8,SLC38A8
Mbtps1,MBTPS1
Hsdl1,HSDL1
Taf1c,TAF1C
Adad2,ADAD2
Kcng4,KCNG4
Wfdc1,WFDC1
Atp2c2,ATP2C2
Cotl1,COTL1
Klhl36,KLHL36
Usp10,USP10
Crispld2,CRISPLD2
Zdhhc7,ZDHHC7
6430548M08Rik,6430548M08RIK
Fam92b,FAM92B
Gse1,GSE1
Gins2,GINS2
1190005I06Rik,1190005I06RIK
Cox4i1,COX4I1
Irf8,IRF8
Mthfsd,MTHFSD
Foxc2,FOXC2
Foxl1,FOXL1
1700018B08Rik,1700018B08RIK
Fbxo31,FBXO31
Map1lc3b,MAP1LC3B
Zcchc14,ZCCHC14
Jph3,JPH3
Klhdc4,KLHDC4
Slc7a5,SLC7A5
BC048644,BC048644
Car5a,CAR5A
Banp,BANP
Zfpm1,ZFPM1
Trhr2,TRHR2
Zc3h18,ZC3H18
Il17c,IL17C
Cyba,CYBA
Mvd,MVD
Snai3,SNAI3
Rnf166,RNF166
Ctu2,CTU2
Cdt1,CDT1
Aprt,APRT
Galns,GALNS
Trappc2l,TRAPPC2L
Pabpn1l,PABPN1L
Cbfa2t3,CBFA2T3
Acsf3,ACSF3
Cdh15,CDH15
Ankrd11,ANKRD11
2810013P06Rik,2810013P06RIK
Spg7,SPG7
Rpl13,RPL13
Cpne7,CPNE7
Sult5a1,SULT5A1
Dpep1,DPEP1
Chmp1a,CHMP1A
Cdk10,CDK10
Spata2l,SPATA2L
4933417D19Rik,4933417D19RIK
Zfp276,ZFP276
Fanca,FANCA
Spire2,SPIRE2
Tcf25,TCF25
Mc1r,MC1R
Tubb3,TUBB3
Def8,DEF8
Afg3l1,AFG3L1
Dbndd1,DBNDD1
Gas8,GAS8
Rhou,RHOU
6030466F02Rik,6030466F02RIK
Rab4a,RAB4A
Acta1,ACTA1
Nup133,NUP133
Abcb10,ABCB10
Taf5l,TAF5L
Urb2,URB2
Galnt2,GALNT2
Pgbd5,PGBD5
Cog2,COG2
Agt,AGT
Capn9,CAPN9
2310022B05Rik,2310022B05RIK
Ttc13,TTC13
Arv1,ARV1
Fam89a,FAM89A
Trim67,TRIM67
2810004N23Rik,2810004N23RIK
Gnpat,GNPAT
Exoc8,EXOC8
Egln1,EGLN1
Tsnax,TSNAX
Disc1,DISC1
Sipa1l2,SIPA1L2
4930567H12Rik,4930567H12RIK
Ntpcr,NTPCR
Kcnk1,KCNK1
Slc35f3,SLC35F3
Irf2bp2,IRF2BP2
Tomm20,TOMM20
Rbm34,RBM34
Pard3,PARD3
Nrp1,NRP1
Itgb1,ITGB1
4930433N12Rik,4930433N12RIK
Alkbh8,ALKBH8
Cwf19l2,CWF19L2
Gucy1a2,GUCY1A2
Aasdhppt,AASDHPPT
Kbtbd3,KBTBD3
Gria4,GRIA4
Casp1,CASP1
Casp4,CASP4
Casp12,CASP12
Pdgfd,PDGFD
Ddi1,DDI1
Dync2h1,DYNC2H1
Dcun1d5,DCUN1D5
Mmp13,MMP13
Mmp12,MMP12
Mmp1b,MMP1B
Mmp3,MMP3
Mmp1a,MMP1A
Mmp10,MMP10
Mmp8,MMP8
Mmp27,MMP27
Mmp20,MMP20
Mmp7,MMP7
Tmem123,TMEM123
Birc2,BIRC2
Birc3,BIRC3
Yap1,YAP1
Trpc6,TRPC6
Pgr,PGR
Arhgap42,ARHGAP42
Gm16833,GM16833
Cntn5,CNTN5
Jrkl,JRKL
Ccdc82,CCDC82
Phxr4,PHXR4
Maml2,MAML2
Mtmr2,MTMR2
Cep57,CEP57
Fam76b,FAM76B
Sesn3,SESN3
Endod1,ENDOD1
Kdm4d,KDM4D
Cwc15,CWC15
Amotl1,AMOTL1
Piwil4,PIWIL4
Fut4,FUT4
1700012B09Rik,1700012B09RIK
Ankrd49,ANKRD49
Mre11a,MRE11A
Gpr83,GPR83
Panx1,PANX1
Hephl1,HEPHL1
Med17,MED17
4931406C07Rik,4931406C07RIK
Taf1d,TAF1D
4930540M03Rik,4930540M03RIK
Slc36a4,SLC36A4
Fat3,FAT3
Chordc1,CHORDC1
Naalad2,NAALAD2
Zfp558,ZFP558
Olfr829,OLFR829
Zfp317,ZFP317
Olfr856-ps1,OLFR856-PS1
Olfr39,OLFR39
Olfr18,OLFR18
Zfp560,ZFP560
Zfp26,ZFP26
Zfp426,ZFP426
Zfp266,ZFP266
Zfp846,ZFP846
Fbxl12,FBXL12
Ubl5,UBL5
Pin1,PIN1
Olfm2,OLFM2
Col5a3,COL5A3
Rdh8,RDH8
A230050P20Rik,A230050P20RIK
Angptl6,ANGPTL6
Ppan,PPAN
Eif3g,EIF3G
Dnmt1,DNMT1
S1pr2,S1PR2
Mrpl4,MRPL4
Icam1,ICAM1
Icam4,ICAM4
Icam5,ICAM5
Zglp1,ZGLP1
Fdx1l,FDX1L
Raver1,RAVER1
Tyk2,TYK2
Cdc37,CDC37
Pde4a,PDE4A
Keap1,KEAP1
S1pr5,S1PR5
Atg4d,ATG4D
Kri1,KRI1
Cdkn2d,CDKN2D
Ap1m2,AP1M2
Slc44a2,SLC44A2
Ilf3,ILF3
Gm16853,GM16853
Qtrt1,QTRT1
Dnm2,DNM2
Tmed1,TMED1
AB124611,AB124611
Carm1,CARM1
Yipf2,YIPF2
Gm7904,GM7904
Smarca4,SMARCA4
Ldlr,LDLR
Spc24,SPC24
Kank2,KANK2
Dock6,DOCK6
Rab3d,RAB3D
Tmem205,TMEM205
Ccdc159,CCDC159
Epor,EPOR
Rgl3,RGL3
Ccdc151,CCDC151
Prkcsh,PRKCSH
Elavl3,ELAVL3
Zfp653,ZFP653
Gm16845,GM16845
Ecsit,ECSIT
Cnn1,CNN1
Elof1,ELOF1
Acp5,ACP5
Pigyl,PIGYL
Zfp872,ZFP872
1810064F22Rik,1810064F22RIK
Zfp809,ZFP809
Zfp599,ZFP599
Zfp810,ZFP810
Gm6607,GM6607
Anln,ANLN
9530077C05Rik,9530077C05RIK
Rp9,RP9
Bbs9,BBS9
Bmper,BMPER
Npsr1,NPSR1
Dpy19l1,DPY19L1
Dpy19l2,DPY19L2
Tbx20,TBX20
Herpud2,HERPUD2
Sept7,SEPT7
Eepd1,EEPD1
B3gat1,B3GAT1
Glb1l2,GLB1L2
Glb1l3,GLB1L3
Gm1110,GM1110
Acad8,ACAD8
Thyn1,THYN1
Vps26b,VPS26B
Ncapd3,NCAPD3
Jam3,JAM3
Igsf9b,IGSF9B
Spata19,SPATA19
Opcml,OPCML
Ntm,NTM
Snx19,SNX19
Adamts15,ADAMTS15
Adamts8,ADAMTS8
Zbtb44,ZBTB44
St14,ST14
Aplp2,APLP2
Gm7244,GM7244
Prdm10,PRDM10
Nfrkb,NFRKB
Tmem45b,TMEM45B
Barx2,BARX2
Arhgap32,ARHGAP32
Kcnj5,KCNJ5
Kcnj1,KCNJ1
Fli1,FLI1
Ets1,ETS1
7630403G23Rik,7630403G23RIK
Kirrel3,KIRREL3
St3gal4,ST3GAL4
4930581F22Rik,4930581F22RIK
Dcps,DCPS
Tirap,TIRAP
Foxred1,FOXRED1
Srpr,SRPR
Fam118b,FAM118B
Rpusd4,RPUSD4
4933422A05Rik,4933422A05RIK
Cdon,CDON
Ddx25,DDX25
Pus3,PUS3
Hyls1,HYLS1
Pate4,PATE4
Pate2,PATE2
Gm17727,GM17727
D730048I06Rik,D730048I06RIK
Gm7257,GM7257
Gm9513,GM9513
Gm5615,GM5615
A630095E13Rik,A630095E13RIK
1700027I24Rik,1700027I24RIK
Acrv1,ACRV1
Chek1,CHEK1
Stt3a,STT3A
Ei24,EI24
Fez1,FEZ1
Pknox2,PKNOX2
Tmem218,TMEM218
Slc37a2,SLC37A2
Ccdc15,CCDC15
Hepacam,HEPACAM
Robo4,ROBO4
Robo3,ROBO3
Esam,ESAM
Vsig2,VSIG2
Nrgn,NRGN
Spa17,SPA17
Siae,SIAE
Tbrg1,TBRG1
Panx3,PANX3
Olfr915,OLFR915
Vwa5a,VWA5A
Olfr920,OLFR920
Olfr921,OLFR921
Olfr44,OLFR44
AW551984,AW551984
Zfp202,ZFP202
Scn3b,SCN3B
Gramd1b,GRAMD1B
1700110K17Rik,1700110K17RIK
Hspa8,HSPA8
Crtam,CRTAM
Ubash3b,UBASH3B
1700063D05Rik,1700063D05RIK
Sorl1,SORL1
4930546K05Rik,4930546K05RIK
Sc5d,SC5D
Tecta,TECTA
Tbcel,TBCEL
Grik4,GRIK4
Arhgef12,ARHGEF12
Tmem136,TMEM136
Pou2f3,POU2F3
Oaf,OAF
D630033O11Rik,D630033O11RIK
Trim29,TRIM29
Thy1,THY1
Usp2,USP2
Rnf26,RNF26
Mcam,MCAM
Cbl,CBL
Ccdc153,CCDC153
Pdzd3,PDZD3
Nlrx1,NLRX1
Abcg4,ABCG4
Hinfp,HINFP
C2cd2l,C2CD2L
Dpagt1,DPAGT1
