gene,jenage_blood_age_logFC_per_year,jenage_blood_age_logFC_per_decade,jenage_blood_age_t,jenage_blood_age_p,jenage_blood_age_fdr,jenage_blood_age_ave_log2_rpkm
RP11-598D12.4,9.816466912114523e-5,9.816466912114523e-4,0.3028054566442858,0.7630593019540097,0.9434830794944825,0.048175179270328335
RPP25,-4.5693179438350477e-4,-0.004569317943835048,-0.3028012315012334,0.7630625067371862,0.9434830794944825,0.8176854241364614
RP11-153M7.3,-6.025059471083206e-4,-0.0060250594710832064,-0.30276448415387325,0.7630903798814614,0.9434830794944825,2.1593334555978436
DDX23,7.811942480820056e-4,0.007811942480820056,0.3027493169365048,0.763101884423689,0.9434830794944825,4.371228168193059
GNRH1,-9.059336791448715e-4,-0.009059336791448715,-0.30271281317150867,0.7631295732494499,0.9434830794944825,2.34258962249631
PIP5K1P1,-1.1203815296888226e-4,-0.0011203815296888225,-0.3026805354940002,0.763154056763137,0.9434830794944825,0.06983688148542713
RP11-258C19.4,4.825000954625656e-4,0.004825000954625656,0.3026566625698777,0.7631721651944067,0.9434830794944825,0.26687295151898516
SLC44A4,-1.266677781870998e-5,-1.2666777818709981e-4,-0.302629520446132,0.7631927535869376,0.9434830794944825,0.00358922205777964
CTD-3014M21.4,3.7262863400001976e-4,0.003726286340000198,0.30257144980412165,0.763236803080853,0.9434830794944825,0.8639314527830797
AC109642.1,-4.0528797038833177e-05,-4.0528797038833175e-4,-0.3025545427797662,0.763249628054253,0.9434830794944825,0.022281304196831744
EDIL3,2.98417492288478e-5,2.9841749228847803e-4,0.3024983092414497,0.7632922849828119,0.9434830794944825,0.00823368830090162
AC016831.3,2.2038905528006157e-4,0.0022038905528006156,0.3024609512405,0.7633206239512742,0.9434830794944825,0.08177761305596097
FCRL3,-9.889998168715571e-4,-0.009889998168715572,-0.3024587215309012,0.7633223153708438,0.9434830794944825,3.3522420757151705
CDC20,-4.930966334638138e-4,-0.004930966334638138,-0.3023538425326287,0.76340187609288,0.9434830794944825,0.3470798033935725
MEA1,4.715823228246208e-4,0.004715823228246208,0.3022973981045761,0.7634446956341496,0.9434830794944825,5.726181349799751
CELF2,-6.618964807603217e-4,-0.006618964807603217,-0.30229441973084686,0.7634469550911702,0.9434830794944825,5.4822409447429745
LA16C-316G12.2,-1.5480125742314282e-4,-0.0015480125742314281,-0.3022785559211847,0.7634589897459703,0.9434830794944825,0.0426629108954807
NXPE2,-5.0849021051189086e-5,-5.084902105118908e-4,-0.30225848598673477,0.7634742153487241,0.9434830794944825,0.031464721331712145
OR1F2P,-9.019766954932053e-5,-9.019766954932053e-4,-0.30214359235377186,0.7635613786138756,0.943549016076918,0.02827947310061155
STX3,5.794622802806617e-4,0.005794622802806617,0.30209180505288763,0.7636006676978051,0.9435541190765395,4.634007035263578
CDCA2,-2.073541476269741e-4,-0.002073541476269741,-0.30204902704485115,0.7636331222393722,0.9435541190765395,0.18854839500103268
LINC00304,6.303990246098649e-5,6.30399024609865e-4,0.30197005745826544,0.7636930354907266,0.9435863748083662,0.04704546058788271
RP11-12D24.6,-4.073153899343869e-4,-0.004073153899343869,-0.30189579943368655,0.7637493754607381,0.9436142128866402,0.2672854911976519
RPL9P32,-3.973609671428392e-4,-0.003973609671428392,-0.3017598540043783,0.7638525213234055,0.9436976295125156,0.3303794019819856
KLF7-IT1,-2.0162219846710664e-4,-0.0020162219846710664,-0.301644111357497,0.7639403421150391,0.9436976295125156,0.14056838601553703
