gene,jenage_blood_age_logFC_per_year,jenage_blood_age_logFC_per_decade,jenage_blood_age_t,jenage_blood_age_p,jenage_blood_age_fdr,jenage_blood_age_ave_log2_rpkm
RP11-54D18.3,-0.0018749817089511454,-0.018749817089511452,-2.4881269872525853,0.015564029431282194,0.21266065367428894,0.2878558799222947
TROVE2,-0.0027992921438675183,-0.027992921438675183,-2.488060467053104,0.015566668414782239,0.21266065367428894,2.7061653631739997
GNS,0.004925630057341851,0.04925630057341851,2.487655941386398,0.015582725407588838,0.21277586405372037,4.87205520124567
RUFY2,-0.0023342287849235106,-0.023342287849235106,-2.487421011100295,0.01559205743699265,0.21279917998360137,1.031947572124822
TREM2,0.0013067263892327962,0.013067263892327962,2.486612171175333,0.015624225158111982,0.2131339805292793,0.19508983797435328
RP11-190P13.2,-0.0019017156527519371,-0.019017156527519372,-2.48583608792813,0.015655146356730272,0.21327695443160388,0.15910484334155933
AMZ1,-2.677266070547247e-4,-0.002677266070547247,-2.4856560863908785,0.015662325966152427,0.21327695443160388,0.02476091477435907
IGKV4-1,-0.012747816526013114,-0.12747816526013114,-2.4853336059725235,0.01567519596277267,0.21327695443160388,5.145093915616805
ANXA2,0.005103822846686044,0.051038228466860444,2.4852510323440695,0.015678492958152917,0.21327695443160388,5.9450656396986075
MRPL32,-0.003991116349558774,-0.03991116349558774,-2.4850505639830263,0.01568649984852974,0.21327695443160388,3.5562788722675105
HLA-DOA,-0.004696131413397189,-0.04696131413397189,-2.485041059564324,0.015686879555218494,0.21327695443160388,1.3089048975631652
DHX40,-0.003023019451940206,-0.030230194519402058,-2.4849423071876333,0.015690825256448333,0.21327695443160388,3.987977073096725
KRT2,-0.0021329682455914723,-0.021329682455914725,-2.484726947281191,0.015699433172788792,0.21327695443160388,0.2747882759814648
AMIGO1,-0.0059887259296699715,-0.05988725929669972,-2.4846257241686796,0.015703480521567396,0.21327695443160388,2.027413915129712
RP11-449H11.1,-0.0022741642724964624,-0.022741642724964622,-2.4837806310604593,0.015737307802577878,0.21353877987955108,0.5044167186918088
G0S2,0.011858659576603597,0.11858659576603597,2.4836956559797283,0.01574071280497222,0.21353877987955108,2.252863370473406
NMNAT3,-0.0027324789422940652,-0.027324789422940653,-2.4835315173063672,0.015747291819620805,0.21353877987955108,0.7252489362009686
ZNF800,-0.0035415652869116325,-0.035415652869116326,-2.483126307171941,0.01576354408288343,0.21353877987955108,2.535380657628427
FAM126A,-0.004010116858982152,-0.04010116858982152,-2.483104334474584,0.015764425800832295,0.21353877987955108,2.230066510747207
SIL1,0.003413316689851128,0.03413316689851128,2.4829987209413957,0.0157686644690704,0.21353877987955108,2.2511867195556827
PSMA8,-0.003674399370721647,-0.03674399370721647,-2.4824010710359974,0.01579266976025782,0.213760142099319,0.48411895755245765
CMPK1,-0.0040070651256238895,-0.0400706512562389,-2.4815120717971273,0.015828438348517725,0.2141404334983663,5.276964978920027
FAM111B,-0.004279081319955646,-0.04279081319955646,-2.4801210059611973,0.01588455388967676,0.21462517156879726,0.6831366916067336
GPR183,-0.008013315828576598,-0.08013315828576598,-2.48007676892545,0.015886341346563845,0.21462517156879726,6.085721900929125
PAIP1,-0.0029289079251975402,-0.0292890792519754,-2.480031595296599,0.015888166834740678,0.21462517156879726,3.5030045138119763
FAT2,3.1479860730848657e-4,0.0031479860730848656,2.4798618519692943,0.015895027933812395,0.21462517156879726,0.040001729239146355
ASGR2,0.008242534057331887,0.08242534057331886,2.4796533807394314,0.01590345808340032,0.21463516204434377,3.1292652759446615
LIPH,0.0011172090772470964,0.011172090772470965,2.4790582442570557,0.015927546348868293,0.21480295938872876,0.17641199163936871
CDH20,-7.069846098666132e-4,-0.007069846098666132,-2.4788197694619125,0.01593720788233628,0.21480295938872876,0.05433625250816781
GPR84,0.005389791222816787,0.05389791222816787,2.4784492882896347,0.01595222797431811,0.21480295938872876,1.121927086084603
DUSP4,0.0011990300621714666,0.011990300621714665,2.478439349190145,0.015952631102039747,0.21480295938872876,0.13086538023891053
ANKRD39,0.0019217174130426115,0.019217174130426114,2.4783964191533356,0.01595437244044553,0.21480295938872876,0.7826481856014474
PARD6B,-0.0019197970685315734,-0.019197970685315733,-2.477871238503184,0.015975688806016138,0.21498624617932033,0.5215142936314311
CTD-2345M20.1,-0.001948581059291996,-0.01948581059291996,-2.477443879197045,0.01599305366293375,0.21511620613613538,0.4782914996916819
CENPC1,-0.004321742195603893,-0.043217421956038934,-2.4764248566197073,0.016034528140649502,0.21557017360574549,2.4945785644474343
RP11-439A17.10,-0.0019646365112772598,-0.019646365112772596,-2.4757912669535243,0.016060364211545147,0.2158135604931271,0.20866871229315737
RP1-121G13.3,-0.0015559129528328523,-0.015559129528328523,-2.4752709834861375,0.016081607987667387,0.21599503317410818,0.20064477491545524
IL32,0.008191356586552562,0.08191356586552562,2.4741839085369826,0.016126076203852466,0.2164881129627332,6.5325196292633
ZNF90P1,-8.640282380848183e-4,-0.008640282380848184,-2.4736822248526473,0.016146635542062315,0.2165923415963775,0.10807478526504705
KIF5C,-0.002850588410970628,-0.02850588410970628,-2.473615764425089,0.016149360905125816,0.2165923415963775,0.6668039182477762
U2,-0.0011737753366915028,-0.011737753366915028,-2.4733021929542707,0.016162225214272994,0.2166536647635894,0.053571377509463745
RP11-136I13.1,-0.0026307417761923034,-0.026307417761923035,-2.4729830561293165,0.016175327315595324,0.2166536647635894,0.07839226713926292
THUMPD2,-0.0030809786226127585,-0.030809786226127584,-2.4729369502653613,0.016177220973390194,0.2166536647635894,1.870671429459725
CTB-36H16.2,-0.004023247194469384,-0.04023247194469384,-2.472714427607425,0.016186363219760046,0.21667213307602057,1.1208306967865225
IRF8,-0.004789569140729676,-0.047895691407296756,-2.4720203425600675,0.016214909291268877,0.21695020053658406,4.159539432421691
HINT3,-0.002881352412750437,-0.028813524127504368,-2.4709970950076836,0.016257075699238017,0.2174101498637916,3.0411977761043842
RPS12,-0.006247412893267411,-0.062474128932674115,-2.470598913895667,0.0162735107724046,0.2175228180989104,11.173145066676417
LINC00482,0.0029189959924479187,0.02918995992447919,2.4704154575400676,0.016281088033272082,0.2175228180989104,0.45976581380251874
TCF7,-0.008724868299556546,-0.08724868299556546,-2.4701072703104514,0.01629382417730618,0.2175669518439871,2.9023820484964644
CARS2,0.004458887257817259,0.04458887257817259,2.469865067569558,0.016303839739387666,0.2175669518439871,3.4142681024180903
RP11-513I15.6,0.003489003074256022,0.03489003074256022,2.4697698846566754,0.016307777257528522,0.2175669518439871,4.585953784617641
CTD-3035D6.1,-0.005416437888359953,-0.054164378883599526,-2.4694641478442145,0.016320430741430053,0.21761954749236168,1.2950480213392397
RP11-380P13.2,0.006821323262303857,0.06821323262303858,2.46911210877992,0.01633501147520958,0.21761954749236168,1.7697685557040332
PALLD,0.003417937549621617,0.03417937549621617,2.469109703365725,0.01633511114283403,0.21761954749236168,0.7823637584694098
AC019109.1,0.0012887057413930123,0.012887057413930123,2.468526011019272,0.016359312449450006,0.21783798209167446,0.11541070567386623
SNORD74,7.942068037300504e-4,0.007942068037300503,2.467989492749583,0.016381586262863203,0.2180305544094001,0.03404359062310318
TNFRSF17,-0.012188863857657934,-0.12188863857657933,-2.4674574103383513,0.016403702871755226,0.21822085183540915,2.529730644166433
CEP120,-0.004064452446500064,-0.04064452446500064,-2.4669913242935886,0.016423098341998094,0.21834817825208766,2.848892330862445
AP001422.3,8.093483299207529e-4,0.008093483299207529,2.466851507900667,0.01642892061373644,0.21834817825208766,0.040246335215607255
RP11-1008C21.1,0.004142104528091894,0.04142104528091894,2.4664518421086976,0.016445573848879035,0.21846547649795994,0.7167940968108162
AC007464.1,0.001708638340780655,0.01708638340780655,2.4661144445915797,0.016459644318780182,0.21854836961805654,0.17685989597983656
CFHR1,0.0028004138782371465,0.028004138782371464,2.4652674963198162,0.016495012293959478,0.21887922776020693,0.39194287731210997
RPL29,-0.005116413790382248,-0.051164137903822474,-2.4649469563933435,0.016508415647590834,0.21887922776020693,8.014829338639476
ZNF624,-0.0029516271181830025,-0.029516271181830027,-2.4649125077981426,0.016509856696103265,0.21887922776020693,1.2107538711410137
DIRAS1,-0.0014035062803016173,-0.014035062803016174,-2.464736193122003,0.016517234037688597,0.21887922776020693,0.17301191942416902
C12ORF57,-0.007061890974811402,-0.07061890974811402,-2.464579950147665,0.016523774019733286,0.21887922776020693,5.747391246814593
CDK6,-0.003728632040706507,-0.037286320407065074,-2.4640043894464734,0.016547885809971644,0.21899118272568055,1.8658282852546786
IGKV2-18,-0.0019184991947995245,-0.019184991947995247,-2.464003610457294,0.01654791846536941,0.21899118272568055,0.11155143386527624
CTD-2057J6.2,-0.0022163849498240177,-0.022163849498240178,-2.4637521459152754,0.016558462944979334,0.2190268724143949,0.3996424281486227
PIGR,8.028864125380657e-4,0.008028864125380657,2.463561220727028,0.016566472908741327,0.21902901889292775,0.0709881291473065
SNORA73,-2.435684266156564e-4,-0.002435684266156564,-2.4630459922378503,0.016588105903236637,0.21921119117392734,0.00900072375861027
RNA5-8SP6,-0.0246700371264601,-0.246700371264601,-2.462150502704546,0.01662576546617725,0.21960488128774588,3.2536258884641587
PLCB4,-2.702796287184101e-4,-0.0027027962871841007,-2.461487889444815,0.01665368097381546,0.21977247424226973,0.027387021872599084
MIR573,-0.006178913367065132,-0.06178913367065132,-2.4614755272460194,0.016654202186399156,0.21977247424226973,0.6067342645703694
RPS17L,-0.005673463581103638,-0.05673463581103638,-2.4609047725676954,0.016678282215918022,0.21980537121614258,6.406102484799614
AC064834.2,-0.0025615182523283033,-0.02561518252328303,-2.4608302139479554,0.016681430141311036,0.21980537121614258,0.24319310431190472
RP11-73K9.2,-0.0025236642251887896,-0.025236642251887896,-2.460752438004653,0.01668471447422157,0.21980537121614258,0.4355753728423695
AC008984.7,0.00528967363649729,0.0528967363649729,2.460669980887273,0.0166881971195631,0.21980537121614258,0.4897678519481572
ITGA4,-0.00581664620738537,-0.0581664620738537,-2.4600352946331383,0.016715025517783453,0.21997590904952125,3.893278103642296
RPS18P12,-0.007452805174189755,-0.07452805174189756,-2.4599907939911625,0.01671690802916641,0.21997590904952125,5.876398689382869
EPB41L4A,0.0016044935155995633,0.016044935155995633,2.4597600490343665,0.016726672295050142,0.22000067094950493,0.19093526445298717
JMY,-0.0035465306994783216,-0.035465306994783216,-2.459037302801688,0.01675728942436483,0.22029955149977504,1.6594684082893556
AGTRAP,0.006084144645240921,0.060841446452409215,2.4586868135995705,0.016772155062125784,0.22034038627060595,5.604091684104903
IGKV1-33,-0.013509185835759075,-0.13509185835759074,-2.458474746593851,0.01678115542317737,0.22034038627060595,2.7130509286328635
IGLJ2,-0.006506105985927678,-0.06506105985927678,-2.4584058693506607,0.016784079584783528,0.22034038627060595,0.5898217346745
RP5-836E8.1,-0.0023028140651249356,-0.023028140651249356,-2.4577619895633545,0.016811437469925132,0.2205338064039403,0.39691687273979703
RP11-445P17.8,0.004010277345741901,0.04010277345741901,2.4576872362854867,0.016814616267559476,0.2205338064039403,0.49767717846312276
RP11-347C12.3,0.0029312110952492876,0.029312110952492875,2.457348988763125,0.01682900661370884,0.22061887016844234,0.5716137424314307
IGHV3-66,-0.010002435053740122,-0.10002435053740122,-2.4564133155800807,0.01686887144395028,0.221037653521433,0.99620548600882175
SLAIN1,-0.00417401162020525,-0.0417401162020525,-2.4555376068213337,0.016906258360368215,0.22142359025709848,1.8485473146983915
APIP,-0.003107603275702237,-0.031076032757022372,-2.455070538469416,0.016926229509987883,0.2215811752456669,2.311969239604059
ZNF695,-2.2443218832372472e-4,-0.0022443218832372473,-2.454594961096968,0.0169465862838788,0.2217436583136696,0.014339239876312927
RPLP0P6,-0.005657939444942073,-0.05657939444942073,-2.4539339069990573,0.016974918826900734,0.2218973109422657,8.349991919838452
CTC-534A2.2,-0.003200526910754025,-0.03200526910754025,-2.4537724620122563,0.016981844768224407,0.2218973109422657,1.8654701351250589
AC090627.1,-8.327531739381199e-4,-0.008327531739381198,-2.453764638867397,0.016982180443306325,0.2218973109422657,0.036445806289531583
CTD-2311B13.6,-0.0016291756761762904,-0.016291756761762904,-2.453200110434369,0.017006418950311044,0.22211003879418867,0.28481932756595135
TBL1Y,5.203183793563482e-4,0.0052031837935634815,2.4528650073158413,0.017020821591739312,0.22219416773874845,0.04824337108330466
HAR1B,-0.003918894635229179,-0.039188946352291795,-2.452213238614209,0.01704886583988284,0.22245621579762975,0.5248929179064993
RP11-292O17.1,-0.0010674128070637244,-0.010674128070637244,-2.451936159169212,0.017060800567006307,0.2225079176753019,0.04149722952538144
RP11-641D5.1,-0.006652110293714081,-0.06652110293714081,-2.4512210227487885,0.01709163856593702,0.22280599363629247,8.117969262636057
HSP90AA1,-0.0041145418623172465,-0.04114541862317246,-2.4506923714479547,0.017114467179707375,0.22298080618673913,7.109413036728812
RP11-390B4.5,-0.001621018341744293,-0.01621018341744293,-2.450490727171944,0.017123181950274173,0.22298080618673913,0.2164508526142999
SLC12A2,-0.0017891588233977006,-0.017891588233977004,-2.450355779318013,0.017129016426527005,0.22298080618673913,0.6949093067049952
SWT1,-0.0020905739070037287,-0.020905739070037288,-2.450032730588077,0.017142990710852894,0.22305868099762438,1.9143597695161048
CD177,0.01620695526045245,0.1620695526045245,2.4498282325252547,0.01715184208319601,0.22306985672973004,1.2790855043438896
RP11-179B15.2,0.0011273661347792742,0.011273661347792742,2.4493234270210116,0.017173709369465846,0.22324586731198606,0.056736482702315266
PRKAA1,-0.0030261454396400297,-0.030261454396400298,-2.449146646963712,0.017181373091585312,0.22324586731198606,3.512750139422469
CEP70,-0.003137988255827325,-0.03137988255827325,-2.4489415213949317,0.01719026949265436,0.223257525146572,0.960316841607958
CYB561,0.005628530647170028,0.05628530647170028,2.4486767781913574,0.01720175766005526,0.22330281688006617,2.368928353466323
C2ORF65,0.0012990525621694585,0.012990525621694586,2.448359325716111,0.017215542169697232,0.22334408681295825,0.3352476968319454
SNORD3D,-0.0017104515052498907,-0.01710451505249891,-2.4481535909983867,0.017224480939869637,0.22334408681295825,0.06318285090431028
LRRC58,-0.0032287635087868702,-0.0322876350878687,-2.4479851744935996,0.017231801410985795,0.22334408681295825,2.1240315136315537
IMPA1,-0.004701498974195295,-0.04701498974195295,-2.447637511206973,0.01724692194988028,0.22334408681295825,2.9407752970726087
ZNF718,-0.003324193865479449,-0.03324193865479449,-2.4475671021694603,0.017249985624395975,0.22334408681295825,0.7646389989108257
FAM114A2,-0.0027765900009531063,-0.027765900009531063,-2.4474989721814304,0.017252950597231743,0.22334408681295825,2.42896071326873
AC092667.2,-2.9724897676627676e-4,-0.0029724897676627676,-2.4472273117715533,0.017264777635540213,0.2233935761742825,0.013340768673589498
TMEM245,-0.0036934420679438818,-0.03693442067943882,-2.4466918139511495,0.017288112463875516,0.22359185304298687,2.4942139814165016
FXR1,-0.0035065265052877576,-0.035065265052877576,-2.445928429406591,0.017321426665262294,0.22371768140787404,4.005920759494678
SC22CB-1E7.1,-0.005824486531507979,-0.058244865315079795,-2.4458483584869937,0.01732492431055017,0.22371768140787404,6.391888887260574
F2R,0.007976463858730205,0.07976463858730204,2.445828906231215,0.01732577411671275,0.22371768140787404,2.593695518080007
PDS5A,-0.003427147715083986,-0.03427147715083986,-2.445734379087487,0.017329904235178203,0.22371768140787404,3.135440299842695
RPL23,-0.005480116661601836,-0.05480116661601836,-2.445524292725221,0.017339086581662652,0.22373273531863366,8.846740230784262
TAF1D,-0.0037694803721911433,-0.03769480372191143,-2.4445270487552766,0.01738273325187854,0.22419227590569782,3.4387072458576795
RP1-90J20.8,-9.605774473612838e-4,-0.009605774473612837,-2.443654675534949,0.017420995572913517,0.2244669031051467,0.05096007733392847
SEPHS2,0.002599825280599397,0.025998252805993972,2.44365162246601,0.01742112961336793,0.2244669031051467,0.627914733061169
RP11-448G4.2,-0.005769879260850449,-0.057698792608504496,-2.4431557276153084,0.01744291343892144,0.2244669031051467,4.101023978176822
IGHV7-34-1,-0.0012028885309250828,-0.012028885309250828,-2.443134933959651,0.017443827403428005,0.2244669031051467,0.050792141599427215
NCAPH,0.0027399517186481735,0.027399517186481735,2.442839429007406,0.01745682068055547,0.2244669031051467,0.5829598745444485
INO80D,-0.003627334626676198,-0.036273346266761985,-2.4426921278969327,0.017463300718691864,0.2244669031051467,2.038718437583989
SOCS6,-0.0023162295013283,-0.023162295013283,-2.44240715305529,0.017475843402789425,0.2244669031051467,0.910217092629048
HIPK3,-0.0037188169330228914,-0.037188169330228914,-2.4422357816434017,0.017483389919928295,0.2244669031051467,4.596205587220815
SPATA20P1,0.003631756399547409,0.03631756399547409,2.4421575917666876,0.01748683406416391,0.2244669031051467,0.5383051263863831
RP11-365O16.6,0.0010987845004031469,0.01098784500403147,2.442079404059035,0.01749027872218789,0.2244669031051467,0.14239596856897502
TRAJ5,-0.009158324468732767,-0.09158324468732768,-2.4420291229781927,0.017492494240547978,0.2244669031051467,1.785866342105219
FAM227B,-0.0024620184513903403,-0.024620184513903402,-2.4415847912193085,0.01751208363944659,0.22461500660705622,0.6532709901500667
NCF4,0.006919498406762751,0.0691949840676275,2.441249421487811,0.017526882238908702,0.22461956794258872,7.193511545360176
SLC17A5,-0.002784927050671716,-0.02784927050671716,-2.4409060885275573,0.017542043858736325,0.22461956794258872,2.493677744913587
C12ORF66,-0.0029869673333982414,-0.029869673333982414,-2.4408200771406903,0.017545843975169405,0.22461956794258872,1.1189684294599003
UCP3,0.0036114625327855307,0.03611462532785531,2.440738487657876,0.01754944940825765,0.22461956794258872,0.86485788464415
PPTC7,-0.003245231156659808,-0.03245231156659808,-2.440491642265562,0.017560361539312692,0.22461956794258872,3.791045354315198
RP3-467K16.4,0.002303143652685353,0.02303143652685353,2.4403667224839642,0.017565886107171857,0.22461956794258872,0.4365122630726095
CASP9,0.0029748757395215747,0.029748757395215746,2.4403014084801744,0.01756877523535189,0.22461956794258872,2.201516799119812
CTD-2290P7.1,-0.0031618610087776624,-0.031618610087776625,-2.43984275887253,0.01758907536469489,0.22477614167977766,1.864334244074513
U2SURP,-0.004075891107810078,-0.04075891107810078,-2.4396255591519114,0.017598696112442393,0.22479376196228706,3.2042575453108078
OSTM1,-0.002858192833704758,-0.028581928337047577,-2.4394480419406257,0.017606562653155126,0.22479376196228706,4.119020474078918
SERPINE3,-0.002712034834777943,-0.02712034834777943,-2.4385215889098735,0.01764766897913085,0.2251239899274249,1.217832289358973
AC079780.3,-0.0019771091032487085,-0.019771091032487087,-2.438501544415917,0.017648559296352766,0.2251239899274249,0.09959307088215848
RP11-895M11.2,0.001213394190677895,0.01213394190677895,2.4382879758070217,0.017658047887490796,0.22514212724525723,0.04096189654378429
ZRSR2,0.00790476772286857,0.0790476772286857,2.4378779036692864,0.017676279730929927,0.22527167456175992,3.497781091145566
RP11-438H8.3,-0.0010403810139890347,-0.010403810139890347,-2.4371192508654698,0.017710054063937473,0.22546029580551455,0.036898244365660346
LRRC34,-0.001594017944925702,-0.01594017944925702,-2.4370672353012437,0.017712371856791535,0.22546029580551455,0.4746947177721187
ZNF138,-0.0043750238141608815,-0.04375023814160882,-2.436847346716232,0.017722173013929907,0.22546029580551455,2.0710556894239223
C11ORF58,-0.003961951909348491,-0.039619519093484906,-2.436819991757062,0.0177233926548656,0.22546029580551455,4.183946479346407
CTD-3239E11.2,-4.945542435878207e-4,-0.0049455424358782075,-2.4356171606244743,0.01777709632303958,0.22604043661778345,0.021487851777191945
ZNF799,-0.002345892137706632,-0.023458921377066323,-2.4352168129416616,0.01779500330858075,0.2261258956644764,1.0484485555888077
VTA1,-0.0035520164522721046,-0.03552016452272105,-2.4351046916048387,0.017800021238798088,0.2261258956644764,4.112162585100043
NPR3,-2.8397855279941946e-4,-0.0028397855279941944,-2.4348333684280856,0.017812169417948553,0.22617727409233127,0.018867507697373928
LINC00494,-0.0035102969257082618,-0.03510296925708262,-2.4339171051606296,0.017853249058145226,0.22653989833969565,0.49007817099356127
AC018735.1,-2.3448063079649554e-4,-0.0023448063079649552,-2.4338344093015163,0.01785696081502438,0.22653989833969565,0.008319969304613426
UPP1,0.005429684201894803,0.05429684201894803,2.4330641741136367,0.01789156566834965,0.22684006970151585,3.625189640368338
RALGAPA1P,-0.0025169955519740166,-0.025169955519740165,-2.432878136437192,0.01789993292188911,0.22684006970151585,0.5912923176242347
RP11-38J22.1,-0.001199051071998285,-0.01199051071998285,-2.432765414483803,0.017905004426816175,0.22684006970151585,0.045081430386775874
TOMM7,-0.005582846133438062,-0.055828461334380616,-2.431967308393775,0.01794094914428615,0.22719232786616445,7.638847671421074
ZNF227,-0.0035349329868269125,-0.03534932986826912,-2.431366522442,0.017968049758580264,0.22743232143400235,3.153359239642084
ACSM3,-0.002959645890589247,-0.02959645890589247,-2.431101829518241,0.017980001339517767,0.2274804339918136,0.9465596158280668
RPS3AP26,-0.00702943695160996,-0.0702943695160996,-2.4307564647561164,0.017995606191765018,0.22757470267882268,3.3716193842464315
LZIC,-0.002363171521253687,-0.02363171521253687,-2.4297491797091846,0.01804118847445762,0.2280478126458841,3.208833747395321
ZC3H8,-0.003706865887459057,-0.03706865887459057,-2.429513694112672,0.018051859742422897,0.22805837940857346,2.2981365064750348
NAP1L2,0.006309310696696863,0.06309310696696863,2.4293701616304713,0.018058366839589658,0.22805837940857346,1.4631802847433721
RICTOR,-0.004796420121186041,-0.047964201211860416,-2.428741588411583,0.01808688822974492,0.22831092863366587,3.400385971956765
AC004957.5,-0.003935828917260398,-0.03935828917260398,-2.4285690327249587,0.018094724978060514,0.22831092863366587,2.7482485560297683
AC012314.20,0.0015454796994063473,0.015454796994063474,2.428026442919426,0.0181193869619078,0.22851879354127733,0.0954112061760911
TAB2,-0.0024627056616099707,-0.024627056616099707,-2.4268530321160293,0.01817282439242986,0.22894332566029257,4.584661696093796
TRBV8-2,0.0014499594770304978,0.014499594770304977,2.4264311363179565,0.018192072160707014,0.22894332566029257,0.10025586172707636
SRP9,-0.004227636523025817,-0.04227636523025817,-2.426248039530434,0.018200431107512925,0.22894332566029257,6.550944220342689
ZNF845,-0.002825955699684368,-0.02825955699684368,-2.426054919167977,0.01820925139521443,0.22894332566029257,1.8648234919980855
ZNF570,-0.002958370109479189,-0.029583701094791887,-2.4259661878847996,0.018213305259151,0.22894332566029257,1.1386040847073806
RAP2B,0.0028912645170717484,0.028912645170717483,2.425937352896753,0.018214622816801394,0.22894332566029257,3.5212548993034627
FGF7,-0.0013824243682778975,-0.013824243682778976,-2.4258186077427406,0.01822004954234141,0.22894332566029257,0.2703196529065922
RP11-234A1.1,-0.00752322814360834,-0.0752322814360834,-2.42574625661783,0.018223356743560754,0.22894332566029257,8.18871089463817
RP11-360F5.3,-0.0028950104181273647,-0.028950104181273646,-2.425669310314156,0.01822687458320208,0.22894332566029257,0.37596602526583034
EMC6,0.0034654654717940357,0.03465465471794036,2.4252064965713926,0.018248046405652852,0.22910615167870943,1.9416875656347605
DIAPH1,0.005462440872668499,0.05462440872668499,2.4249084472386477,0.018261692608605815,0.22917438880673935,4.395717725831163
ZFP161,-0.004194230677256684,-0.04194230677256684,-2.4243730536849535,0.018286228616948164,0.22937916435911157,3.2274720822635254
EEF1B2P1,-0.0061533684891604415,-0.061533684891604414,-2.423571680679465,0.018323009175191786,0.2297372803592106,3.95399920454914
CLGN,-6.130258676361855e-4,-0.006130258676361855,-2.423095588085625,0.018344891764502026,0.22990836513123106,0.07689337620015317
PCDHGB4,3.6354304027673846e-4,0.003635430402767385,2.4228721381604226,0.01835517024628584,0.22993393248376923,0.0232578158221551
H2AFB2,0.002989503055604096,0.02989503055604096,2.4218002106137075,0.018404549726479296,0.2304490726182311,0.43997598951695466
RP11-255J3.2,0.006988183202893207,0.06988183202893207,2.420654066689875,0.01845747980156805,0.23088738752185178,1.2870075585811278
TTC37,-0.004055136608969315,-0.04055136608969315,-2.4206307983896305,0.018458555767040447,0.23088738752185178,3.1327873842068046
CTD-2258A20.4,-0.005956143561546375,-0.05956143561546375,-2.4205050199733953,0.018464372946928456,0.23088738752185178,1.6027913616251257
RP11-324C10.1,-0.0022142045746508417,-0.022142045746508417,-2.419255039430742,0.018522273226256637,0.23150767834519603,0.1894844026901729
RP11-977G19.5,0.005590072036398062,0.055900720363980624,2.418815460599761,0.01854267358475225,0.23165891662955923,2.632862375326053
DUSP11,-0.0032730730742778357,-0.03273073074277836,-2.417226009529517,0.01861660640857121,0.23247851671732547,3.61352728835423
ULK4P2,4.982892675910097e-4,0.004982892675910098,2.4169974579925424,0.01862725911268202,0.2325075142374576,0.03572144490263268
RNU4-2,-0.021300665929475448,-0.21300665929475449,-2.416463650707299,0.018652160961476226,0.23271426572856568,1.2471312679664612
DPPA4,-0.0013304729305164081,-0.013304729305164081,-2.4159540860693487,0.01867595973314527,0.23283830876484857,0.24725612867891653
STRN3,-0.003399401023013187,-0.03399401023013187,-2.4158935674695345,0.018678788008760158,0.23283830876484857,1.963089625043454
EPHA1,-0.0067927007620922925,-0.06792700762092292,-2.414854752643661,0.01872739585209564,0.23334000813928096,1.1765667438476812
LCLAT1,-0.0037829089228983612,-0.03782908922898361,-2.41441632234544,0.018747944716460675,0.23349180590647808,1.721315133638903
S100A6,0.004634038483849567,0.046340384838495674,2.413897989033575,0.018772264631190912,0.23360458341515167,10.319917825188073
MOB4,-0.0034759711155267644,-0.034759711155267645,-2.413860987921274,0.01877400178363382,0.23360458341515167,3.6566707516184684
RPS3AP5,-0.0068735747577600165,-0.06873574757760016,-2.4136883283259634,0.018782109823848096,0.23360458341515167,3.369868612299126
PODNL1,4.499959861062746e-4,0.004499959861062746,2.412488534554604,0.018838538470699294,0.23420205288072038,0.05316314124584312
ZNF885P,-5.173528189635382e-4,-0.005173528189635381,-2.4119098778422847,0.018865808084762334,0.234295046246016,0.021367598156979542
AC005235.1,-4.084499184713592e-4,-0.004084499184713592,-2.411707089600797,0.018875372991916665,0.234295046246016,0.02545590810145972
TPM4,0.003847393614005521,0.03847393614005521,2.4115832634814702,0.018881215631102607,0.234295046246016,6.232904006317987
MT2A,0.009093086472183513,0.09093086472183513,2.4114535801538275,0.01888733637508345,0.234295046246016,4.58889843160991
RP11-265N7.1,3.5861359850755214e-4,0.0035861359850755214,2.4114396933504123,0.018887991904462057,0.234295046246016,0.018656067038491847
TMEM14C,-0.004348764684158313,-0.04348764684158313,-2.4109578925097184,0.01891074803622745,0.2343914572532225,5.160199517479707
CD276,3.1576368181955355e-4,0.0031576368181955358,2.41091954210369,0.01891256043476378,0.2343914572532225,0.03237255293160793
MKI67IP,-0.004633060295462488,-0.046330602954624885,-2.41016105238192,0.01894843782256525,0.23460211336612105,4.183263467901092
TMEM161B,-0.0038890083694183256,-0.03889008369418326,-2.410132508965693,0.01894978914671025,0.23460211336612105,1.4561551512638264
ZNF225,-0.0030114429536237195,-0.030114429536237195,-2.4100272142735313,0.01895477483484783,0.23460211336612105,1.7562822592007985
UBE2S,0.0058723959478723465,0.05872395947872346,2.4093344065417877,0.018987608489452516,0.23487280828374393,2.4230921070990052
IGHV1-18,-0.015149263731724762,-0.15149263731724763,-2.409210702033739,0.01899347647067037,0.23487280828374393,2.588898747097892
ZNF44,-0.0030829064860999514,-0.030829064860999515,-2.408224030851776,0.019040337855959683,0.2353112199209919,2.4169816965177917
CWC22,-0.0030692286838923492,-0.030692286838923492,-2.4081093413629815,0.019045791680455774,0.2353112199209919,4.057289419598194
RP11-484D2.2,-0.0010864017184749302,-0.010864017184749303,-2.407584734088084,0.01907075614946157,0.23542263647732375,0.07488135237019987
AC104782.3,-1.936515549725233e-4,-0.001936515549725233,-2.4075653377642814,0.019071679723225692,0.23542263647732375,0.010664096838776478
RP11-536I6.2,0.004735906054736928,0.04735906054736928,2.4072857248766026,0.01908499819932183,0.23545311095488983,0.8973803377564962
