gene,condition,phase_num,mean_expr,sd_expr,n,sem,row_group,ymin,ymax,x_num_plot
PRDX5,Control,12,13.305709880227273,0.47192680684125443,22,0.10061513328597124,bottom,13.2050947469413,13.305709880227273,10
PRDX5,Control,15,13.397465164210526,0.5059894631339554,19,0.11608194401564793,bottom,13.28138322019488,13.397465164210526,11
PRDX5,SR,-15,13.184259484666667,0.47781870990569275,15,0.12337226039807073,bottom,13.184259484666667,13.307631745064738,1
PRDX5,SR,-12,13.339507087727274,0.4254665176786969,22,0.09070976635442517,bottom,13.339507087727274,13.4302168540817,2
PRDX5,SR,-9,13.306980541136364,0.5408785288072177,22,0.11531568980306747,bottom,13.306980541136364,13.42229623093943,3
PRDX5,SR,-6,13.301518382826087,0.5048689930574503,23,0.1052724622629596,bottom,13.301518382826087,13.406790845089047,4
PRDX5,SR,-3,13.304442128809525,0.5154088320065392,21,0.11247142792946402,bottom,13.304442128809525,13.416913556738988,5
PRDX5,SR,0,13.261033594761905,0.4778168864261671,21,0.10426819287504897,bottom,13.261033594761905,13.365301787636954,6
PRDX5,SR,3,13.343376311739132,0.4510417671785654,23,0.09404870979850612,bottom,13.343376311739132,13.437425021537639,7
PRDX5,SR,6,13.384251034545455,0.46814370068608097,22,0.09980857234363893,bottom,13.384251034545455,13.484059606889094,8
PRDX5,SR,9,13.391406576190477,0.4203739151623618,21,0.09173310887697464,bottom,13.391406576190477,13.483139685067451,9
PRDX5,SR,12,13.46396392868421,0.5284254250299787,19,0.12122910667911607,bottom,13.46396392868421,13.585193035363327,10
PRDX5,SR,15,13.690257815,0.3892724105683463,8,0.13762858062085576,bottom,13.690257815,13.827886395620856,11
