gene_symbol,log_fc,t,p_value,adj_p_val,delta_mesor,mesor_p,mesor_FDR,rhythmic_SR_effect_amplitude,SR_effect_acrophase_h
SELENBP1,0.2478004085795536,5.57612191187751,4.4211255339824936e-8,1.1367528165730511e-5,0.23539495746070807,2.367624133541973e-7,1.0281276265231933e-4,0.07647361894016622,18.31041371624535
KIF3A,-0.1522822321945925,-6.438942494252302,3.3084824249923437e-10,4.040690941673462e-7,-0.1354230582876919,2.433597132519184e-7,1.0338026427512472e-4,0.12070119984232766,11.677914423665454
ANKRD9,0.15864511868516118,5.176861073728502,3.513069782098653e-7,4.400570295640371e-5,0.16107286421189188,2.5414944668488674e-7,1.0566668803551856e-4,0.05787601648182676,23.806028370925777
STK11,0.1124036415632119,5.12094778788427,4.649353550502656e-7,5.4079177220459765e-5,0.1141350763867553,2.872375403636351e-7,1.1693559950512072e-4,0.05084362213557251,0.6387134911724569
NOV,-0.1772538884477676,-5.198547560005881,3.14913896071304e-7,4.102488295419568e-5,-0.17740912182686605,3.246246460114748e-7,1.29458983830821e-4,0.067395395681593,22.172427051262613
OPN1LW,0.3413903973021628,5.610487997043058,3.677318367663222e-8,1.00633901296959e-5,0.32272271740905006,3.3830999372364464e-7,1.322183117470748e-4,0.05815675485540555,23.631350114804366
UBE2F,0.07874641906953851,5.28197251650184,2.0605258692707185e-7,3.057684859023362e-5,0.07759612106834612,3.5166162557164626e-7,1.3474156520187333e-4,0.00820479983033986,23.497210126529893
CCR5,-0.1489257282483642,-6.219907636762425,1.208075313097778e-9,9.836249872184867e-7,-0.1291622206044639,3.892697639997453e-7,1.4168198181919352e-4,0.05292553916182226,12.531459432850138
RTF1,-0.07004115955270758,-5.017858699486557,7.743687999324696e-7,7.246632823988553e-5,-0.07207043613577169,3.911574303438794e-7,1.4168198181919352e-4,0.01220899909833594,8.27954708449127
IFT88,-0.2027252796754451,-6.018704167731035,3.848273404474662e-9,2.211738546965864e-6,-0.1797627602556411,3.9152689310866635e-7,1.4168198181919352e-4,0.07465781102481098,11.04434333189461
