gene_symbol,log_fc,t,p_value,adj_p_val,delta_mesor,mesor_p,mesor_FDR,rhythmic_SR_effect_amplitude,SR_effect_acrophase_h
KBTBD7,-0.06025785099819324,-2.0877328782960665,0.03742687771983867,0.11094639222138462,-0.07194668550479026,0.01491041043002688,0.07096062596521074,0.01120637072160785,1.4991693654507436
MTMR12,-0.05026091090987978,-2.264719498347425,0.02404126200022335,0.08137715238980853,-0.05418386561259442,0.01493953257109409,0.07106748759622704,0.07085585742112306,20.215791283560097
ZNF329,-0.06883737477104158,-2.5850203388393886,0.01007514312168843,0.04384818969730818,-0.06558906488725638,0.01494060352732022,0.07106748759622704,0.05491890982424505,9.738215022109506
LMBRD2,-0.05401575590152848,-2.5092622365675,0.01247567703177179,0.05106125265821993,-0.05257789981550508,0.01494377496202328,0.07106748759622704,0.04107945043015454,14.32604181901485
C19ORF38,0.04622034823889037,2.580641099192475,0.01020175908990007,0.04426122876903584,0.04458633794924553,0.01497669259087715,0.07120670314314612,0.09136831071527211,23.492075221346497
FAM47B,0.13970944181571418,3.089326910170454,0.00214006122521614,0.0146852534064081,0.11102877635617668,0.01499759135776131,0.07128872116808897,0.0648160379517715,8.932537936813954
NHEDC1,-0.10222983911514431,-2.936051200513328,0.00350777671308788,0.02074620603827189,-0.08825312245641151,0.01502760397146292,0.0714002477401843,0.04932322268079988,14.164195688259165
MGC39545,-0.0856016026271859,-2.1751162173330663,0.03018129460094147,0.09524752548401122,-0.09604329387075353,0.0150283618522787,0.0714002477401843,0.05300581438075677,9.496876061359377
TOMM20L,0.1319149790233066,3.3008885384518485,0.00104649683756259,0.00896912048368891,0.10019580631158408,0.01503662949203038,0.07142216259206749,0.06243951875877447,13.325485818537867
LOC285456,0.12710407354253578,2.4984174959621703,0.01285801147500705,0.05230191553561884,0.12401658672213176,0.01504585550601529,0.071438037199152,0.06416898804220154,18.587676757690723
HSPA4L,0.05816356483182763,2.0491131249840233,0.04107484829126699,0.11898067157717884,0.06983259088896697,0.01504997822645206,0.071438037199152,0.04888108930951362,20.877197825042575
HSD17B7,-0.05415389526346629,-3.3857383750630725,7.770099526315412e-4,0.00731384946260739,-0.04027991649769728,0.0150509390076715,0.071438037199152,0.02469196733350954,19.89889849572737
ELMO2,-0.04569854113013855,-2.00015181794089,0.04613038443030497,0.12884989167418376,-0.05553049219312208,0.01506397856812139,0.07148256561429339,0.04118261244766925,13.62684634878548
CCDC41,-0.07391118159517909,-2.413197653318811,0.01624257499570526,0.06176224129034374,-0.07466782131443692,0.01507247364193715,0.07150084456549678,0.05341484460583511,12.904835604770614
PLEKHA8,0.07193755858965213,2.85603826274176,0.00450353931473953,0.02487737511666106,0.06132503690436899,0.01507514864182215,0.07150084456549678,0.07075343050167587,7.1926983118499495
METAP1D,-0.07304674699807889,-3.0753497974004413,0.00224058510386749,0.01514468125723788,-0.05940563404747124,0.01508219700524241,0.07151691620466928,0.00825174607253185,6.617671609708663
PQBP1,0.0388710632786653,2.296577901060033,0.02213666199399388,0.07692913249593358,0.0413057525145303,0.01509173690859298,0.0715447915892323,0.03402979950826598,0.5079523231122796
AKT3,-0.05010749077615149,-2.9081941844901644,0.00382901998715715,0.02205213073063303,-0.04371199972909587,0.01509905375303022,0.07156211724180536,0.06703910437314459,12.372639998926786
TTPA,0.15006905787745456,2.5479575446033165,0.01119250065673197,0.04719737922598178,0.14433694760121632,0.0151229800358997,0.07163581738040654,0.06258816336169365,12.789418837188158
ANKRD19P,-0.1588711233419368,-2.192434281893495,0.02889881246473712,0.09247963056134129,-0.17674151814086742,0.01512485937406388,0.07163581738040654,0.11242515902471026,9.487509536163302
FAM65B,-0.03459815647362268,-1.958703151670926,0.05081210845091821,0.13771532673354828,-0.04347663583740126,0.01512560168423097,0.07163581738040654,0.0240700112249037,12.493171289327355
SIX4,0.10233960430904564,1.9650852650058683,0.05006621763392761,0.13635455871562083,0.12748153714267313,0.01513295421955907,0.0716532731777087,0.05098523973000692,21.025553211283803
PDZRN3,0.08504024490222965,2.862676813651838,0.00441206199271035,0.02447930249845345,0.07321287441573862,0.01514097686028001,0.07167389264213463,0.0127531325686539,22.47218609450161
NEK1,-0.07791221721340277,-2.3994501442168708,0.01685661165111961,0.06339396618062516,-0.07994432846590628,0.01514659210953659,0.07168310884292917,0.1191181169195124,13.06533764555005
TAX1BP1,-0.05899541516594194,-2.5208523403166607,0.01207826527031808,0.04987053658332332,-0.05785668236842795,0.01516228411589281,0.07171763863504027,0.03502277297789973,17.138442197793033
TPX2,-0.0768613798861932,-2.2881033440156378,0.02262998583340773,0.07793665018868885,-0.08131991462585868,0.0151646373802121,0.07171763863504027,0.04358246867989997,6.91078751954032
MB,0.21898619515245088,2.549044147942654,0.01115823112231312,0.04709351930045805,0.2090758754296519,0.01517271183221482,0.07171763863504027,0.08950622632310491,13.524069311857584
RBM25,-0.04536587717318114,-3.066187160898781,0.00230882028128953,0.01545620319173647,-0.03781033666691319,0.01517748343920633,0.07171763863504027,0.02945752294469562,11.810160731990065
LOC554202,-0.1397367735180594,-2.0569481944159547,0.04031124038646849,0.11744773347129576,-0.16721370989211823,0.01518146884168308,0.07171763863504027,0.09526386955942091,4.978265982128849
CCDC69,0.0542840047886684,3.062190119332722,0.00233918083191212,0.01557939080995052,0.04379231000019381,0.0151827384199225,0.07171763863504027,0.02254759651120974,19.225222696032876
PTPRD,0.15323623245152865,2.2228722901916016,0.0267586436090339,0.08796190197269595,0.1671951395057304,0.01518558044366972,0.07171763863504027,0.15221391676377277,2.6151781149873012
TPM1,0.04190257346970894,2.4090778351891964,0.01642448434150178,0.06218772495975322,0.04259741591582052,0.01518871669941742,0.07171763863504027,0.01362681654258667,22.90344501679924
ZNF639,-0.08512403295717169,-2.55856222616527,0.01086202320071119,0.04620261109383922,-0.08154041565678807,0.01519042373410686,0.07171763863504027,0.06424735877272232,12.784252278990506
ARR3,-0.11394428757652846,-1.945145660201865,0.05242763282611481,0.14090061519118546,-0.1433411021325602,0.01519058934089512,0.07171763863504027,0.02797351065109607,11.316333920893202
NIPAL2,-0.06746750579329723,-2.581060660988748,0.01018956711296334,0.04423994996060951,-0.06443172893009147,0.01519622008154076,0.07172689290178458,0.08549188059204514,15.799138721168
CARHSP1,0.04836133287239402,2.396909850193805,0.01697228664766507,0.06366969732809045,0.04906289557729779,0.01520054517645291,0.0717299814762295,0.09113488865712588,1.6303038602235251
CABS1,0.14038772019776807,2.9306080414280276,0.00356854197164735,0.02095968700569911,0.11668359727466694,0.01520586103054478,0.07173774273246636,0.07645228636309462,14.32507864206185
SPON2,-0.10995122355787128,-2.822280589013956,0.00499594640945847,0.02677613515831814,-0.09892639705741396,0.01523252641491128,0.07184575704912831,0.03226575422117477,23.320037727945273
UBE4A,-0.03210736607962355,-2.000043266134257,0.04614215251755822,0.12886434219602763,-0.03908547658462271,0.01523645491485549,0.07184575704912831,0.01733595050917164,12.921748870864516
DTX3,-0.04981173251541265,-2.3176998951510415,0.02094775288707062,0.07402170690167216,-0.05241853169912836,0.01523978624270185,0.07184575704912831,0.03269026914713027,12.788217789309703
DCXR,0.06269075937848224,2.662955939196788,0.00804487701029773,0.03732311055513487,0.05782019609591937,0.01524967824613186,0.07187505128018881,0.03674445062664584,1.4758206678644037
CDSN,0.15210523169095955,2.786903754664908,0.00556394986793216,0.02878611182665139,0.13642503827853741,0.01525637550591497,0.07188927749242453,0.13747913795411648,19.26989372909393
LOC440792,-0.06473528512393893,-2.207692843774797,0.02780813733089298,0.0901906741216564,-0.07179887181547118,0.01526988319581884,0.07193558040730375,0.07164915247137363,10.06804125191718
PLS1,-0.1894582961647514,-2.9319145819688472,0.00355386925508128,0.02091751780528417,-0.15902919718948982,0.01527395956559494,0.07193744128013756,0.130652984539322,7.668459729826884
RAB7L1,-0.03455872051745311,-2.5732227584859415,0.01041949058324579,0.04492658108720347,-0.03286629370521821,0.01529058012537671,0.07199836776626178,0.02654207549959311,13.944799814852198
CCDC84,-0.06668554802762394,-2.882602514127014,0.00414754935097265,0.02332295305535444,-0.05694694644827262,0.01530996341513119,0.07205900729752376,0.06309139818989506,15.016687115221863
BUB1,-0.12984711788162878,-2.763781908581056,0.00596615011731519,0.03007081234007124,-0.11587236675666984,0.01531083354481954,0.07205900729752376,0.06425506522659286,11.33982300055174
FBXW4,0.04828480025612514,2.4934965399602387,0.01303490724629419,0.05285642716327761,0.0468862444983834,0.01533630175812946,0.07216054728604694,0.04067228307460754,16.017691741673552
NUDT8,0.07678738960585244,2.9158667652294517,0.00373796440203367,0.0216617919276809,0.06604590579540798,0.01533979394228744,0.07216054728604694,0.03876995839187254,0.29553220204469655
OTUD4,-0.04587038582279554,-2.6281305356544893,0.00890169993671576,0.04009869028662119,-0.04349466335327796,0.01537332773186661,0.07229183876301092,0.03912658898583321,13.753423072215588
TESK2,-0.05755469253014241,-2.4509233478920653,0.0146577359652874,0.05746926534865192,-0.05755513709315529,0.01537571094356253,0.07229183876301092,0.05561537184963001,22.698646311538106
DDO,-0.0967901383269162,-1.963450487222389,0.05025639443554675,0.1367390982546671,-0.12141378973880732,0.01537880219732031,0.07229183876301092,0.04749064280939878,11.05399618838798
ELFN2,-0.07719532691434236,-2.3369005418615685,0.01991583725129861,0.07138213054431881,-0.08185007742503421,0.0153936537202788,0.07232818809500742,0.01378804797840191,9.098555939376524
NBPF22P,-0.172356794801583,-2.4061628631526837,0.01655427679265063,0.06253375658325651,-0.17277805448473121,0.01539760280909073,0.07232818809500742,0.18325768794346228,5.698601462127943
NAPA,0.10955786319971204,3.295685079796985,0.0010655662307636,0.00907682202064152,0.0836520189290721,0.01539763893737428,0.07232818809500742,0.0163616988097704,19.4168332821268
TMEM200C,0.19313836252441377,3.1980492427929716,0.00148886890419625,0.01144531363371326,0.15123831380736205,0.01540887781001499,0.07236358598546094,0.14070143970416982,3.4291027910765877
LOC100288432,0.04553031201484771,1.8418094876405715,0.06621128678571335,0.16581247662176402,0.05961806369217796,0.01542830818310893,0.07243219634272323,0.07655930524319401,23.483993080182582
TCF19,-0.08373569946024281,-2.4564401462306136,0.01443782649691161,0.05692686997097453,-0.08272808132708104,0.01543090084308668,0.07243219634272323,0.02598450814443701,14.27751502206206
HOXB3,-0.08583989815240183,-2.8300198233518565,0.00487892749750902,0.02633930971981895,-0.07417704110647207,0.01545121118688983,0.07251011474616094,0.03831246925089922,10.553381356697187
SCML2,-0.09779401754217862,-2.753115311431229,0.00616040833292598,0.03085098391432767,-0.08618379893866297,0.0154649790488784,0.07255730026269695,0.06376943062991935,17.206823286872947
FRG2,-0.11473310076543236,-2.2294372562235947,0.02631548906283515,0.08696857008094395,-0.12623734944839843,0.01547874157197509,0.07260443808400509,0.02590107316080462,22.889101218820112
SNCAIP,-0.1282063503875972,-2.2265906467661245,0.02650685593877313,0.08746546300229074,-0.1409919302879615,0.01548889573211459,0.07263463198974113,0.03411742302331841,13.88087371107948
CEP63,-0.06129105340364964,-2.5167398651032284,0.01221796969307546,0.05028381849238705,-0.05924110065334226,0.01550205699998798,0.07267890974970373,0.02007739332438895,20.763302293772853
FLNC,0.16050777236067046,2.540770148830708,0.01142155029868567,0.04788468207886801,0.1527984533863514,0.0155348730041491,0.07280275228396019,0.03339608797181071,18.56111456239129
SCLY,-0.05723005731571778,-2.87956303113603,0.00418694193310328,0.02349713736782631,-0.04834924518702328,0.0155359232907279,0.07280275228396019,0.03302842402033894,0.8670868495868775
SERHL2,-0.04993303592413888,-2.529961509851257,0.01177386687304985,0.04892050447932535,-0.04783392965243419,0.01554723301848092,0.07283828348456864,0.00379231656727079,2.546400083803692
TMEM105,0.08578614705289697,3.265672763102105,0.00118199776719925,0.00976222247203744,0.06683063473345885,0.01556066965777235,0.07286843178440493,0.04094853168876309,0.01880071484692394
SUGP1,0.04591055741355079,2.628036792596909,0.00890411272647619,0.04010031500070783,0.04247515576003367,0.01556112613665225,0.07286843178440493,0.05208315123080549,23.567983186912933
GNA14,0.10678038652609433,2.2023256593781566,0.028187650330767,0.09105883205711988,0.1179525543067322,0.01557689896134309,0.07292481614844401,0.11372387044371236,23.24365313161394
PRDM8,-0.04420603394635303,-2.3687546399228725,0.0183019327761628,0.06719993768865037,-0.04526862802688135,0.0155867519223135,0.0729373723898794,0.01922560152956134,12.954627254637998
CRX,-0.18535629331341516,-2.682056236372419,0.00760709874172191,0.03570749856161134,-0.1679959131869786,0.01558704606213276,0.0729373723898794,0.12702049981354155,1.5891640020577418
SEP15,-0.06508184680462006,-2.650308597748363,0.0083470785025994,0.03831577660777425,-0.05966766593108745,0.01559310930662963,0.07294055770224793,0.07901683047131061,15.525529564723566
ANKS1A,-0.04901448184799494,-2.4085962520438153,0.01644586531679607,0.06225661645786751,-0.05030390339543684,0.01559519216416723,0.07294055770224793,0.02178872328795344,21.888570313135585
NRIP3,-0.07581612264830088,-2.000955769798294,0.04604330704895214,0.12869865012781775,-0.09404456730636104,0.01563501855635477,0.07305831643738225,0.12855569519407178,19.463469441606385
L2HGDH,-0.09819333743117252,-3.426969593999803,6.708411615801135e-4,0.00661397938367154,-0.07331933118527292,0.01563505029329063,0.07305831643738225,0.03730474879114866,18.989698453242227
SLAIN2,-0.04466491760099635,-3.0491731933092634,0.00244061529266113,0.01611762873737455,-0.03638338418463331,0.01563580902364205,0.07305831643738225,0.02118292567347912,11.90803511927264
VCX2,0.12094064786985904,2.7796307540536995,0.00568773336330408,0.0292023115218931,0.10615461916894356,0.01563633764025543,0.07305831643738225,0.03970251014614662,9.232600961349316
PRKRIR,-0.06569089315053647,-2.214882606162822,0.02730668402907094,0.08912255064986765,-0.07199712249533645,0.01563906338762448,0.07305831643738225,0.05318324540255369,13.898759012432691
LOC643783,-0.1419193102086262,-2.692073726880385,0.00738617266845772,0.03493904626345493,-0.12879150664308986,0.0156513671265177,0.07309831859925489,0.08763358797566306,16.793337085686638
CPNE6,0.08564829439214175,2.9526259093296243,0.00332851655856033,0.0200439266782211,0.07367472139552915,0.01566253510171583,0.07313299842834624,0.03330857787733698,23.340698468124433
MTMR9,-0.05868129333117947,-2.9800094621308975,0.003050612732153,0.01885859645650172,-0.04828720509129602,0.01566694156738726,0.07313609774685009,0.05657449706059183,16.768221079138144
GALNT7,-0.0645764870630277,-2.1611979808162034,0.0312472958593589,0.09750932743336511,-0.07249980985735346,0.01568664453877464,0.07320623728365935,0.05179950493544044,14.077231326541575
BTG2,-0.03823726235641957,-2.3097763831241376,0.02138703965472878,0.0751142653499169,-0.04040930956703204,0.01568945917527073,0.07320623728365935,0.02676848714708067,18.666945715812915
C6ORF89,-0.03879046338854407,-2.398259125290141,0.01691075921032532,0.0634876360670446,-0.03912498768731082,0.01569645229785831,0.07322138323047252,0.01066700655243648,0.8933949384967835
VEZT,-0.08676279261356648,-2.609291584779611,0.00939852603561072,0.04168329488467296,-0.08078440432251273,0.01570707415529984,0.07325344536246166,0.06364367663589895,11.88672665114491
SPCS1,-0.04869887460173555,-2.9876125948442667,0.00297731063512431,0.01856401631173079,-0.04007178191462777,0.01573190930087333,0.07334351714120531,0.01359834403495007,20.062447157177186
LOC100132057,-0.07544851128977534,-3.0014961436307734,0.0028476059818258,0.01801394253507868,-0.06176281814628315,0.01573389406150824,0.07334351714120531,0.02420589611076498,14.189581024180322
KLRAQ1,-0.03274632769761567,-2.4257639787782312,0.01569864160086708,0.0601740203065013,-0.03261931824400355,0.01574184133701592,0.07336306262023091,0.02754640774911326,20.329731952352816
SPPL2A,-0.03568904061455871,-2.1923910413526517,0.02890195506054506,0.09247963056134129,-0.0396986445137029,0.01575392870439662,0.07338453765236967,0.04002916063507637,18.13270084988442
HBS1L,-0.06757705146837552,-2.484207698558651,0.01337471346865972,0.05397671951488634,-0.06612037622442808,0.01575396015821558,0.07338453765236967,0.05129707344902985,11.914955780840652
GTF2A1,-0.05114685206826362,-2.3167787163752296,0.02099841520003895,0.07414709639030742,-0.05384752158637375,0.01576074484360464,0.07339567284632825,0.07446720323013536,12.881881468083073
ZNF253,-0.05725518263676614,-2.5346981257075596,0.01161829917561547,0.0484906416468821,-0.05493133392601445,0.01576386259331864,0.07339567284632825,0.05363164984760965,13.672001839825882
LOC100128180,-0.06366409798281067,-1.955698487001132,0.05116649107346443,0.1384083909133115,-0.08089180342788412,0.01577195366168099,0.0734158519540039,0.08252726992091915,15.440639003318724
BRF1,0.04158322021162813,2.6494782069722858,0.00836727228579826,0.03838142435135771,0.0384254337051479,0.01577675486457935,0.07342071131429986,0.0164157617464205,5.936641762630749
ASTE1,-0.04601307606869993,-2.561445061876605,0.01077370223945701,0.04603708697193926,-0.04349292328051342,0.01578754403939459,0.07345342811281183,0.01973264413945275,15.26821798367239
IPO11,0.09936781021851736,3.013385662993636,0.00274066797937633,0.01754296251990493,0.08322363659094303,0.01581541442167956,0.07356558276935025,0.01948162674660469,5.79734564037153
DGKE,-0.09883551332328894,-2.872880028669755,0.00427475606666293,0.02388598496916075,-0.08511752353196526,0.01582900415804533,0.0736112732632946,0.0349428355737395,14.178654106960016
MAN1A2,-0.04916247790442171,-3.4385695339088933,6.435081799297844e-4,0.00645189977663925,-0.03698995785040664,0.01585683582060132,0.07372315697605766,0.01503228608216756,13.343688158457931
PTPN20B,0.10346795327488711,2.2378789935294785,0.02575501138725357,0.08556250892865049,0.11094394619596096,0.01586365748930087,0.07373732897203338,0.13884452241318543,4.248487972981991
BMP8B,-0.08780263625071646,-2.644076965219115,0.00849969569897212,0.03875665895006712,-0.08104556821796685,0.0158838062474463,0.07381342636892944,0.02162383086236104,1.0373909317065515
TTTY12,0.14730470521862762,2.7376096782134023,0.00645299570401229,0.03187489538266514,0.13299480477544123,0.01589219224213377,0.07383483799418357,0.07738339340221259,23.749149731088288
EMCN,0.07333282963184813,2.031847347193449,0.04280107879036674,0.12249931944390528,0.0863609274987996,0.01590286082557702,0.07386440603424915,0.10707668409503442,22.765076761140456
SCARNA17,-0.07751834280409844,-3.2980654419709348,0.00105680310375011,0.00902183899099211,-0.06071110647850215,0.01590611640100918,0.07386440603424915,0.07140392487754735,10.380738675522498
SKA1,-0.14515990345447416,-2.577125416929107,0.01030443397742081,0.04455257317724979,-0.13610190166442404,0.01591131472060392,0.07387099096111222,0.14790114734867368,5.976728532011866
FBLL1,-0.11314490697336732,-2.053238340150349,0.0406712845060204,0.11821455379014006,-0.1335341855702796,0.0159211699744047,0.07389918823511693,0.01591696073646847,10.980930370940593
CNPPD1,0.0740665355881976,2.7596007537215055,0.00604162666219066,0.03035727091948258,0.06614873130367799,0.01592644294982637,0.07390590019474798,0.03565949527146763,21.618101852413385
KIAA1875,0.05638537100764249,2.5302047885267154,0.01176583177037455,0.04890285577518536,0.0545688701194487,0.01593018021699393,0.07390590019474798,0.0327834984808766,21.574400416663806
INSL5,0.13366078452454536,2.7766936522597625,0.00573842431849513,0.02935459413814485,0.11580248888762212,0.01593827546152226,0.07392590571887174,0.10421909695215636,15.112452339518104
PIP5KL1,0.13881620573146192,2.440919505730195,0.01506407529903376,0.05852228537145503,0.13832663447734664,0.01594894799576562,0.07395785305772568,0.008639040167473,2.223056372463909
NFYA,-0.02735254095642941,-2.2574840677701777,0.02449318083479811,0.08237887206416351,-0.029536342496092,0.01596012951725296,0.0739921449339597,0.01542042384202518,1.6825137470300653
MMP9,-0.09069581229523638,-1.7770670575616627,0.07628435482897693,0.18250676874665628,-0.12701123688910385,0.01596678853075443,0.07400545888981794,0.06093704400082198,23.814270775648488
POLG2,-0.05826087341918679,-2.5526340901075346,0.01104567473972296,0.04678013222560176,-0.05552549278971445,0.01597870487254779,0.07404233065465879,0.06081396532237678,13.312975089163189
PTPRA,-0.03033878478558892,-2.4041077316195576,0.01664632641473219,0.06280862414950412,-0.03099052450456982,0.01598232182085619,0.07404233065465879,0.0458358357629664,11.002009572569564
ADNP2,-0.06965943630490246,-2.8540883857551536,0.00453073382761103,0.0249535145787337,-0.05935430096227313,0.01599040602131553,0.07406222423856999,0.02839577034134538,6.101576960278841
UTP23,-0.06623227026409956,-3.3282756920718035,9.512481374267972e-4,0.00837689943824112,-0.0501991146135626,0.01600727740444919,0.07410829644553515,0.04444435270361751,10.642406541221604
C7ORF58,-0.09799319059550228,-2.281794416841225,0.02300344367606259,0.07879233880349501,-0.10381444581244874,0.01600901082117855,0.07410829644553515,0.04979048933716102,12.428326474085276
ZNF830,-0.07858416897448497,-2.694301835274074,0.00733782611678757,0.03485378224310793,-0.0712032501208362,0.01601173059685018,0.07410829644553515,0.0556398728318743,12.608706604571678
C16ORF58,0.03940438726374255,2.334763968602985,0.02002841916561837,0.07166733911652604,0.04080383336173646,0.01602254569158725,0.07414079217601387,0.00598866456720996,20.360189825147103
CPPED1,-0.05608768742053896,-2.2036117990980753,0.02809630176135345,0.0908538528410736,-0.0635689581926703,0.01602958066893083,0.07415578500274084,0.0382633144425217,19.916337742011606
MAGEF1,-0.06071070753215879,-2.8051034119859866,0.00526481903817309,0.02779033733790934,-0.05370985972959807,0.01604035368173471,0.07418544161138262,0.08082195322094134,11.12387529316216
ARPC4-TTLL3,0.03911674410735129,2.693302452542294,0.00735947584758566,0.0349132958163196,0.03599965749360873,0.01604422339331721,0.07418544161138262,0.06481384602602926,0.11253626156596086
PRRT3,-0.04671583058468938,-2.9960878051723325,0.00289750411139314,0.01819412848352618,-0.03864364670836933,0.01604738046626653,0.07418544161138262,0.02129165892947251,9.8487161332998
NEU2,-0.20186616719984507,-2.6015023220797264,0.00961109998527725,0.04238557996215366,-0.1879058147661108,0.01605837947940809,0.07421676549918081,0.2327803266696077,19.325336487100294
NLGN4Y,0.12533663166450515,2.6541749011298976,0.00825363110446426,0.03803720248783558,0.1139770208342519,0.01606175227961904,0.07421676549918081,0.01033435685199933,4.820390301165283
FLJ22763,0.3065638673071416,2.6224430446365115,0.00904915194806802,0.04058514533330212,0.28408030584785393,0.01608118455514787,0.07427197501281857,0.23727784886690484,3.170062121947094
GPN1,-0.06933649020101668,-2.990272219716116,0.00295205225911024,0.01843011452764892,-0.0575048149377505,0.01608130219943889,0.07427197501281857,0.05604161265596198,9.52169606545284
AFAP1L1,-0.10292811147679222,-2.6954393716043477,0.00731325334603693,0.03475396002794451,-0.0922816299517042,0.01608525978125012,0.07427269881507768,0.02673724063125334,6.1258523343678
HDC,-0.1205098045690548,-2.96064871413143,0.00324479040647373,0.01968022005289877,-0.09941857829511908,0.0161256532309247,0.07443154607708652,0.03475194296577318,3.896513724688797
C4ORF21,-0.07848566099510154,-3.7780910729748896,1.8098001969804787e-4,0.00268126905170485,-0.05471439144786549,0.01612966807646983,0.07443154607708652,0.02372386759171788,7.39660119702824
SCARF1,0.07927065009315719,2.4849710083373138,0.01334649651573633,0.05388510091198424,0.07692921515991441,0.01613231019645087,0.07443154607708652,0.03160543992021604,22.43101509447829
VOPP1,0.04390923748690517,2.610832015852558,0.0093569886559181,0.04158099241507856,0.04065559168951414,0.01613669102758273,0.07443154607708652,0.02647726604261436,23.90627284311715
C12ORF40,0.0982234454091101,1.7135111092958313,0.08736000248628856,0.2009030291696083,0.1392903297797937,0.01613919495922008,0.07443154607708652,0.14941367240892103,3.426823689474665
C6ORF72,-0.03055707886828328,-2.3641139682640437,0.01852966259421006,0.06775382833361249,-0.03105433259309148,0.01614372938787873,0.07443154607708652,0.04819007648298849,17.86177367229346
WBSCR17,0.09760428677557428,2.3557812279883468,0.01894482322315223,0.06884188564270609,0.10168893020276876,0.01614815153676931,0.07443154607708652,0.07631905134009855,22.625609846064183
CLK1,-0.05212394538036918,-2.392064732349693,0.01719485392962221,0.06434405220964144,-0.05309536095219467,0.01615140693617066,0.07443154607708652,0.03330046043907943,0.45319223916282225
TFDP3,0.16385712926459717,2.693747429680867,0.00734982916956308,0.03489383182760744,0.14771339154715996,0.01615394232193459,0.07443154607708652,0.09181451916603528,3.666985755530264
ZNF664,-0.05587716172618832,-2.9664524651555917,0.00318542768261846,0.01942499431667464,-0.04745433817726122,0.01616693029890905,0.07447382955468689,0.03918011590416258,12.246843534643617
TAF7,-0.08610935706856958,-2.280520276891905,0.0230795152296249,0.07899751394326507,-0.09090709816543152,0.01617126568163102,0.07447624385688234,0.05767398326428933,13.165777407040904
MORC1,-0.09056942598728616,-1.784250522213118,0.07510822590843763,0.180616520117743,-0.12240555141041004,0.01619444517213928,0.0745578618145281,0.14127501818468705,10.9169952130437
DNAI1,-0.16091659324174884,-2.6986897729277626,0.00724344683474911,0.0345482535020338,-0.1431757984240362,0.01619661856622853,0.0745578618145281,0.14622568393364227,5.359864023972561
TMEM184C,-0.04502626254603599,-2.671569249229093,0.0078447319329129,0.03654029982183014,-0.04065353524673947,0.01621523797233895,0.07462599275022974,0.02926958228849831,15.980035803183876
C20ORF141,0.1927878984996698,2.872710111206044,0.00427701046042134,0.02388598496916075,0.16577027888582777,0.01622280437269939,0.07462688692391695,0.11262656007021442,18.036386286261653
MUC6,0.1023122281480104,2.370813269147769,0.01820170034057382,0.06698294281641301,0.10499778085759418,0.0162242521596244,0.07462688692391695,0.02260580324306291,20.818912158951292
C4ORF7,-0.16260741266560994,-2.6921320701879052,0.00738490306030365,0.03493904626345493,-0.14577249475613882,0.01622688923492775,0.07462688692391695,0.03380413166435939,0.8477678378965581
LOC100288911,-0.1693939875832915,-2.197295980323704,0.02854735589234382,0.09185639412025204,-0.18546302348359903,0.01623724069336636,0.07465278972306794,0.09456130984504672,10.860380956642556
ACSS3,0.11630301116374048,2.2906468742587114,0.02248092352317443,0.07771090156843298,0.12236244679280656,0.01624016217761434,0.07465278972306794,0.12070395087166928,20.780406742816098
MSH2,-0.09694366888665132,-2.391812985341658,0.01720648818283681,0.06436293751546979,-0.09828055060493866,0.01624648333535523,0.07466428289185713,0.12524209790257476,12.553156612021692
KGFLP1,-0.07135998999192958,-2.9221697649068523,0.00366464521916619,0.02135724194086685,-0.06142477977706826,0.01625757108191698,0.07469767141117793,0.06690601620423942,9.712950628479646
C22ORF45,0.12000367671277969,2.828704395046776,0.00489863984826598,0.02639674722735706,0.10340955581126554,0.01626820280958221,0.07471319553567071,0.03446520765938337,18.34610422902655
CXORF58,-0.22997383964952672,-2.699941257684381,0.00721673001288369,0.034454464007270993,-0.2051670918516112,0.01627127960489404,0.07471319553567071,0.09323369634364752,20.128043541858087
HFM1,0.0924574574485235,2.6133307738131437,0.00928995967576269,0.04139911106592445,0.08560944800411084,0.01627242005014147,0.07471319553567071,0.03235990304980445,8.933214163651021
PPP1R8,-0.05140199978824521,-3.16685844551127,0.00165391849938894,0.01231208434154645,-0.04028395715554058,0.01629509047190648,0.0747997093989957,0.0284464639434033,12.851245749476192
COL21A1,0.1128209152023134,2.822740912569486,0.00498891560628791,0.02676047210059625,0.09569677688183226,0.01630389241671045,0.0748225368048236,0.0940941188080033,15.987645575300425
CAPN3,0.05496875883597552,2.6719136838025133,0.00783682230898527,0.03651391147827402,0.04998068810448902,0.01631797224405461,0.07486956929351282,0.03359390685707277,19.526168211506462
C10ORF27,0.22421619643308133,3.037083157948123,0.00253842979680753,0.01657284162594054,0.18265821764702417,0.01632413007821814,0.07488024081184523,0.0819562721138195,14.550472325513736
NEFL,-0.11131582187668208,-2.708669783563483,0.00703284768661154,0.03390793896967092,-0.09999842011787602,0.01633508229637828,0.074912894427019,0.0698694418233294,9.081108614916053
PDE6G,0.0426327463146309,1.6484022898701989,0.10002154534222328,0.22019634924130027,0.06247163950212568,0.01635662473375036,0.07498233279025981,0.06425053382112259,23.933011873137175
METTL11A,0.03389976968427641,1.8243647396062257,0.06881070724338964,0.17007716041526397,0.04460954334105011,0.01635831126002819,0.07498233279025981,0.0661545667201325,1.7120131115430457
